,nan,nan,platform.BAT.batteryCurrentDir,platform.BAT.batteryCurrent[0:2],platform.BAT.batteryVoltage[0:2],platform.EPS.switchVoltages[0:9],platform.EPS.switchCurrents[0:9],platform.EPS.actualSwitchStatesBitmap,platform.EPS.expectedSwitchStatesBitmap,platform.EPS.solarArrayCurrents[0:4],platform.EPS.solarArrayVoltages[0:2],platform.EPS.busVoltages[0:3],platform.EPS.busCurrents[0:3],platform.EPS.busCurrentDraws[0:1],platform.ADCS.busCurrents[0:2],platform.ADCS.busVoltages[0:2],platform.ADCS.sensorCurrent,platform.ADCS.mtqCurrent,platform.CMC.current3V3,platform.CMC.current5V,platform.CMC.voltage3V3,platform.CMC.voltage5V,obsw.platform.obc.TelemetryADCA.channelOutput[3],obsw.platform.obc.TelemetryADCA.channelOutput[0],obsw.platform.obc.TelemetryADCA.channelOutput[1],obsw.platform.obc.TelemetryADCA.channelOutput[4],obsw.platform.obc.TelemetryADCB.channelOutput[0],obsw.platform.obc.TelemetryADCB.channelOutput[1],obsw.platform.obc.TelemetryADCB.channelOutput[2],obsw.platform.obc.TelemetryADCB.channelOutput[3],obsw.platform.obc.TelemetryADCC.channelOutput[1],obsw.platform.obc.TelemetryADCC.channelOutput[2],obsw.platform.obc.TelemetryADCC.channelOutput[5],obsw.platform.obc.TelemetryADCB.channelOutput[4],obsw.platform.obc.TelemetryADCC.channelOutput[6],obsw.platform.obc.TelemetryADCB.channelOutput[5],obsw.platform.obc.TelemetryADCC.channelOutput[4],obsw.platform.obc.TelemetryADCB.channelOutput[6],obsw.platform.obc.TelemetryADCA.channelOutput[5],obsw.platform.obc.TelemetryADCC.channelOutput[3],cdh.telemetry.DataPool.paramValid
273,3954451,65620,0,31465494,812477316,6193179420688941160480908290,2478300297160103765345312770,420,420,1100586419201,1049601,960740816760,11859420162,11271,67667315920167,141023251670735,5794,452,17654,65501,1259,829,2124,2119,1148,3357,3348,477,3342,318,1643,3,2139,26,3378,5,2307,34,2438,2304,11111111111111111111
274,3954451,65620,0,31465494,812477316,6193179420688941160480908290,2478300297160103765345312770,420,420,1100586419201,1049601,960740816760,11859420162,11271,67667315920167,141023251670735,5794,452,17654,65501,1259,829,2124,2119,1148,3357,3348,477,3342,318,1643,3,2139,26,3378,5,2307,34,2438,2304,11111111111111111111
275,3954511,65621,0,31465494,812477316,2479358123394101124053868546,2478300296007180061715210241,420,420,1100586419201,1049601,960740816760,11859420162,11271,71141939219904,141293844964976,7620,492,17642,65501,1259,829,2123,2118,1144,3357,3348,479,3343,319,1644,3,2138,26,3377,5,2303,34,2437,2301,11111111111111111111
276,3954511,65621,0,31465494,812477316,2479358123394101124053868546,2478300296007180061715210241,420,420,1100586419201,1049601,960740816760,11859420162,11271,71141939219904,141293844964976,7620,492,17642,65501,1259,829,2123,2118,1144,3357,3348,479,3343,319,1644,3,2138,26,3377,5,2303,34,2437,2301,11111111111111111111
277,3954571,65622,0,31465494,812477315,2478148016982865776393069570,2478300297160102665833683970,420,420,1100587468801,1051650,960740816760,11858371586,11271,63874857569640,141143516915218,7629,315,17630,65501,1259,829,2122,2117,1141,3357,3348,480,3343,320,1645,3,2137,26,3377,4,2314,34,2437,2296,11111111111111111111
278,3954571,65622,0,31465494,812477315,2478148016982865776393069570,2478300297160102665833683970,420,420,1100587468801,1051650,960740816760,11858371586,11271,63874857569640,141143516915218,7629,315,17630,65501,1259,829,2122,2117,1141,3357,3348,480,3343,320,1645,3,2137,26,3377,4,2314,34,2437,2296,11111111111111111111
279,3954631,65623,0,31465494,812478340,2479356941649558900961977346,1240360257874723490446188546,420,420,11005892531201,5252097,959667074936,11858370562,11271,66962940693873,141014664947409,6425,345,17618,65501,1259,829,2122,2117,1143,3356,3348,478,3342,318,1645,3,2136,26,3376,5,2304,33,2436,2300,11111111111111111111
280,3954631,65623,0,31465494,812478340,2479356941649558900961977346,1240360257874723490446188546,420,420,11005892531201,5252097,959667074936,11858370562,11271,66962940693873,141014664947409,6425,345,17618,65501,1259,829,2122,2117,1143,3356,3348,478,3342,318,1645,3,2136,26,3376,5,2304,33,2436,2300,11111111111111111111
281,3954691,65624,0,31465476,811428743,2479371109901927916065530882,2478300297160102665833686018,420,420,5660768002096,397780000,972553025400,12933161986,11271,65562780241227,140812805744293,6785,755,17606,65501,1258,828,2150,2145,1127,3356,3347,495,3343,318,1647,3,2140,25,3376,13,2317,34,2437,2298,11111111111111111111
282,3954691,65624,0,31465476,811428743,2479371109901927916065530882,2478300297160102665833686018,420,420,5660768002096,397780000,972553025400,12933161986,11271,65562780241227,140812805744293,6785,755,17606,65501,1258,828,2150,2145,1127,3356,3347,495,3343,318,1647,3,2140,25,3376,13,2317,34,2437,2298,11111111111111111111
283,3954751,65625,1,31465496,811428752,7431133628226691549996262402,2478300297160102665834732546,420,420,5499708179488,276164861,974699460473,11859420162,11272,76347443973586,140976008341205,6725,386,17606,65501,1258,828,2156,2151,1127,3357,3348,477,3342,318,1647,2,2170,26,3376,5,2313,33,2437,2296,11111111111111111111
284,3954751,65625,1,31465496,811428752,7431133628226691549996262402,2478300297160102665834732546,420,420,5499708179488,276164861,974699460473,11859420162,11272,76347443973586,140976008341205,6725,386,17606,65501,1258,828,2156,2151,1127,3357,3348,477,3342,318,1647,2,2170,26,3376,5,2313,33,2437,2296,11111111111111111111
285,3954811,65626,1,31465503,811427729,2479373471085170450400814082,2478300297160101566322057218,420,420,4831915803649,456551428,977920685944,12933161986,11271,70334485368415,140937362548290,8137,117,17583,65501,1258,828,2156,2150,1135,3357,3348,477,3343,318,1648,3,2169,26,3376,4,2307,34,2437,2304,11111111111111111111
286,3954811,65626,1,31465503,811427729,2479373471085170450400814082,2478300297160101566322057218,420,420,4831915803649,456551428,977920685944,12933161986,11271,70334485368415,140937362548290,8137,117,17583,65501,1258,828,2156,2150,1135,3357,3348,477,3343,318,1648,3,2169,26,3376,4,2307,34,2437,2304,11111111111111111111
287,3954871,65627,1,31465492,811428753,2479365206943825428521690114,2478300297160102665834733570,420,420,5499707092996,276159657,972551976824,11859420162,11272,73366725332472,141134916822710,8920,349,17571,65501,1258,828,2151,2146,1131,3357,3347,480,3342,320,1648,3,2164,26,3376,5,2317,34,2438,2299,11111111111111111111
288,3954871,65627,1,31465492,811428753,2479365206943825428521690114,2478300297160102665834733570,420,420,5499707092996,276159657,972551976824,11859420162,11272,73366725332472,141134916822710,8920,349,17571,65501,1258,828,2151,2146,1131,3357,3347,480,3342,320,1648,3,2164,26,3376,5,2317,34,2438,2299,11111111111111111111
289,3954931,65628,1,31465493,811428753,3717313510370550725299938306,2478300297160103765345312770,420,420,4718022759439,392538130,974699461496,11858371586,11272,74925808356923,140954522560109,8810,361,17559,65501,1258,828,2154,2149,1127,3356,3347,481,3342,320,1648,3,2168,26,3376,5,2310,33,2438,2293,11111111111111111111
290,3954931,65628,1,31465493,811428753,3717313510370550725299938306,2478300297160103765345312770,420,420,4718022759439,392538130,974699461496,11858371586,11272,74925808356923,140954522560109,8810,361,17559,65501,1258,828,2154,2149,1127,3356,3347,481,3342,320,1648,3,2168,26,3376,5,2310,33,2438,2293,11111111111111111111
291,3954991,65629,1,31465478,811428752,2479375832268410785710744578,2478300296007182260739514370,420,420,4599911199103,390444152,976846945144,11858370562,11271,65786115526208,140696840840908,5613,203,17547,65501,1258,828,2161,2156,1125,3357,3347,477,3342,319,1649,3,2174,26,3376,5,2313,34,2437,2296,11111111111111111111
292,3954991,65629,1,31465478,811428752,2479375832268410785710744578,2478300296007182260739514370,420,420,4599911199103,390444152,976846945144,11858370562,11271,65786115526208,140696840840908,5613,203,17547,65501,1258,828,2161,2156,1125,3357,3347,477,3342,319,1649,3,2174,26,3376,5,2313,34,2437,2296,11111111111111111111
293,3955051,65630,0,31465494,812477322,6193197130716173426258355202,2478300297160102665833684994,420,420,5500780807310,277204695,977920685944,11859420162,11272,68543486823870,141018962405052,6938,138,17547,65501,1258,828,2144,2139,1129,3357,3348,476,3342,318,1649,3,2168,27,3375,5,2309,33,2438,2291,11111111111111111111
294,3955051,65630,0,31465494,812477322,6193197130716173426258355202,2478300297160102665833684994,420,420,5500780807310,277204695,977920685944,11859420162,11272,68543486823870,141018962405052,6938,138,17547,65501,1258,828,2144,2139,1129,3357,3348,476,3342,318,1649,3,2168,27,3375,5,2309,33,2438,2291,11111111111111111111
295,3955111,65631,1,31465497,811428756,2479375832268411885223420930,2478300297160103765345311746,420,420,4779225973998,456561746,977919637368,12933161986,11271,66507670818460,140254460192456,5799,957,17535,65501,1258,828,2161,2156,1126,3357,3348,478,3342,319,1649,3,2175,27,3376,5,2305,34,2437,2303,11111111111111111111
296,3955111,65631,1,31465497,811428756,2479375832268411885223420930,2478300297160103765345311746,420,420,4779225973998,456561746,977919637368,12933161986,11271,66507670818460,140254460192456,5799,957,17535,65501,1258,828,2161,2156,1126,3357,3348,478,3342,319,1649,3,2175,27,3376,5,2305,34,2437,2303,11111111111111111111
297,3955171,65632,1,31465496,812477332,2479373471085170450400814082,2478301477751725582269291522,420,420,5499707121713,276155234,974699460472,11858370562,11271,73143396601490,140396181464702,7406,500,17535,65501,1258,828,2156,2151,1131,3357,3347,480,3342,320,1649,3,2169,26,3375,5,2304,34,2437,2302,11111111111111111111
298,3955171,65632,1,31465496,812477332,2479373471085170450400814082,2478301477751725582269291522,420,420,5499707121713,276155234,974699460472,11858370562,11271,73143396601490,140396181464702,7406,500,17535,65501,1258,828,2156,2151,1131,3357,3347,480,3342,320,1649,3,2169,26,3375,5,2304,34,2437,2302,11111111111111111111
299,3955231,65633,1,31465494,811428756,2479371109901929015578206210,2478301476598800779126513666,420,420,4803950320645,391476448,975773202296,12932113410,11271,69771848846999,141036140177017,5444,496,17523,65501,1258,828,2159,2153,1126,3357,3347,481,3342,320,1650,3,2172,26,3376,4,2303,34,2437,2300,11111111111111111111
300,3955231,65633,1,31465494,811428756,2479371109901929015578206210,2478301476598800779126513666,420,420,4803950320645,391476448,975773202296,12932113410,11271,69771848846999,141036140177017,5444,496,17523,65501,1258,828,2159,2153,1126,3357,3347,481,3342,320,1650,3,2172,26,3376,4,2303,34,2437,2300,11111111111111111111
301,3955291,65634,1,31465489,811428755,2479373471085170449327072258,2478300297160103765346361346,420,420,5718758559761,384148113,976846944120,11859419138,11272,69698830339808,141044736796317,8137,551,17523,65501,1258,829,2159,2154,1125,3357,3348,478,3343,318,1650,3,2171,26,3375,15,2306,34,2437,2302,11111111111111111111
302,3955291,65634,1,31465489,811428755,2479373471085170449327072258,2478300297160103765346361346,420,420,5718758559761,384148113,976846944120,11859419138,11272,69698830339808,141044736796317,8137,551,17523,65501,1258,829,2159,2154,1125,3357,3348,478,3343,318,1650,3,2171,26,3375,15,2306,34,2437,2302,11111111111111111111
303,3955351,65635,1,31465493,811428756,6193197130716173427332097026,2477091371340488036660027394,420,420,5578090155022,371623714,976846944121,12933161986,11272,77794843758233,140890118170330,6742,265,17523,65501,1258,828,2162,2157,1122,3357,3348,476,3342,317,1650,3,2175,26,3375,5,2309,33,2438,2291,11111111111111111111
304,3955351,65635,1,31465493,811428756,6193197130716173427332097026,2477091371340488036660027394,420,420,5578090155022,371623714,976846944121,12933161986,11272,77794843758233,140890118170330,6742,265,17523,65501,1258,828,2162,2157,1122,3357,3348,476,3342,317,1650,3,2175,26,3375,5,2309,33,2438,2291,11111111111111111111
305,3955411,65636,1,30416918,811428756,3717317052145412876460106754,1240360256721804184863645698,420,420,5870208418830,449208066,978993379192,11860467714,11271,76824181870318,140881524958905,9129,149,17523,65501,1258,828,2162,2157,1125,3357,3348,477,3342,318,1650,3,2175,26,3375,5,2303,34,2438,2300,11111111111111111111
306,3955411,65636,1,30416918,811428756,3717317052145412876460106754,1240360256721804184863645698,420,420,5870208418830,449208066,978993379192,11860467714,11271,76824181870318,140881524958905,9129,149,17523,65501,1258,828,2162,2157,1125,3357,3348,477,3342,318,1650,3,2175,26,3375,5,2303,34,2438,2300,11111111111111111111
307,3955471,65637,1,30416917,811428756,3717317052145412876460106754,2478300297160104864857989122,420,420,5501854531598,277252965,977920685944,11858370562,11271,65244952727162,140701131744852,5398,401,17523,65501,1258,828,2162,2157,1122,3357,3348,479,3342,319,1650,3,2175,27,3375,5,2312,34,2437,2294,11111111111111111111
308,3955471,65637,1,30416917,811428756,3717317052145412876460106754,2478300297160104864857989122,420,420,5501854531598,277252965,977920685944,11858370562,11271,65244952727162,140701131744852,5398,401,17523,65501,1258,828,2162,2157,1122,3357,3348,479,3342,319,1650,3,2175,27,3375,5,2312,34,2437,2294,11111111111111111111
309,3955531,65638,1,31465492,811428756,3717317052145412876459057154,2478300297160101566323105794,420,420,4711597001746,416728317,977920685944,12932113410,11271,74062518816475,140958831552204,6316,252,17511,65501,1258,828,2162,2157,1123,3357,3347,481,3342,321,1650,3,2175,26,3376,5,2312,34,2438,2294,11111111111111111111
310,3955531,65638,1,31465492,811428756,3717317052145412876459057154,2478300297160101566323105794,420,420,4711597001746,416728317,977920685944,12932113410,11271,74062518816475,140958831552204,6316,252,17511,65501,1258,828,2162,2157,1123,3357,3347,481,3342,321,1650,3,2175,26,3376,5,2312,34,2438,2294,11111111111111111111
311,3955591,65639,1,31465486,812477331,2479377014012954106167829506,2478300297160101566323105794,420,420,5505129146420,292923046,977920685944,11858370562,12295,65717399129704,140795623515764,5582,278,17511,65507,1258,828,2163,2157,1126,3357,3348,477,3343,318,1650,3,2176,26,3376,5,2303,34,2437,2300,11111111111111111111
312,3955591,65639,1,31465486,812477331,2479377014012954106167829506,2478300297160101566323105794,420,420,5505129146420,292923046,977920685944,11858370562,12295,65717399129704,140795623515764,5582,278,17511,65507,1258,828,2163,2157,1126,3357,3348,477,3343,318,1650,3,2176,26,3376,5,2303,34,2437,2300,11111111111111111111
313,3955651,65640,1,31465490,812477332,6193197130716173427332097026,2478300297160102665833684994,420,420,5516955027485,351643271,977920685945,11859420162,11272,64815456325182,141156386285236,7376,373,17511,65501,1258,828,2162,2157,1123,3357,3348,477,3342,318,1650,3,2176,26,3375,5,2312,34,2436,2296,11111111111111111111
314,3955651,65640,1,31465490,812477332,6193197130716173427332097026,2478300297160102665833684994,420,420,5516955027485,351643271,977920685945,11859420162,11272,64815456325182,141156386285236,7376,373,17511,65501,1258,828,2162,2157,1123,3357,3348,477,3342,318,1650,3,2176,26,3375,5,2312,34,2436,2296,11111111111111111111
315,3955711,65641,1,31465490,811428756,2479367568127066863343248386,2478301477751725582268243970,420,420,5849773769742,442907429,977920685944,11858372610,11271,67967952227974,140963122783795,8494,147,17511,65501,1258,828,2163,2158,1122,3357,3348,478,3342,319,1650,3,2176,26,3376,5,2312,34,2439,2294,11111111111111111111
316,3955711,65641,1,31465490,811428756,2479367568127066863343248386,2478301477751725582268243970,420,420,5849773769742,442907429,977920685944,11858372610,11271,67967952227974,140963122783795,8494,147,17511,65501,1258,828,2163,2158,1122,3357,3348,478,3342,319,1650,3,2176,26,3376,5,2312,34,2439,2294,11111111111111111111
317,3955771,65642,1,31465489,812477332,3717317052145412876459058178,2478300297160104864857989122,420,420,5501854514190,277254965,977920685944,11859419138,11272,68204181851771,140739781600982,5914,193,17523,65507,1258,828,2143,2138,1130,3357,3348,479,3342,320,1650,3,2156,26,3376,5,2313,34,2437,2296,11111111111111111111
318,3955771,65642,1,31465489,812477332,3717317052145412876459058178,2478300297160104864857989122,420,420,5501854514190,277254965,977920685944,11859419138,11272,68204181851771,140739781600982,5914,193,17523,65507,1258,828,2143,2138,1130,3357,3348,479,3342,320,1650,3,2156,26,3376,5,2313,34,2437,2296,11111111111111111111
319,3955831,65643,1,31465490,812477332,3717317052145412877532800002,2478300296007182260739514370,420,420,4739551986702,441861904,978994427768,11859420162,11271,70313012366950,140976009061915,9122,229,17523,65501,1258,828,2163,2158,1125,3357,3347,478,3342,319,1649,3,2176,27,3376,5,2306,33,2437,2303,11111111111111111111
320,3955831,65643,1,31465490,812477332,3717317052145412877532800002,2478300296007182260739514370,420,420,4739551986702,441861904,978994427768,11859420162,11271,70313012366950,140976009061915,9122,229,17523,65501,1258,828,2163,2158,1125,3357,3347,478,3342,319,1649,3,2176,27,3376,5,2306,33,2437,2303,11111111111111111111
321,3955891,65644,1,31465486,811428756,2479377012860032601559933954,2478300297160103765346361346,420,420,5525497776144,338082436,977920685944,12932113410,11272,71665929817670,140473497101932,5778,567,17523,65507,1258,828,2162,2156,1125,3357,3347,478,3342,318,1650,3,2166,26,3375,15,2307,34,2437,2303,11111111111111111111
322,3955891,65644,1,31465486,811428756,2479377012860032601559933954,2478300297160103765346361346,420,420,5525497776144,338082436,977920685944,12932113410,11272,71665929817670,140473497101932,5778,567,17523,65507,1258,828,2162,2156,1125,3357,3347,478,3342,318,1650,3,2166,26,3375,15,2307,34,2437,2303,11111111111111111111
323,3955951,65645,1,31465488,811428756,6193198311307794143669658626,2478300297160103765346361346,420,420,5632850887694,369516290,977920685944,11858371586,11271,65824769576466,141126323545575,8554,240,17523,65501,1259,828,2163,2157,1127,3357,3348,476,3343,318,1649,3,2176,26,3376,5,2305,34,2438,2303,11111111111111111111
324,3955951,65645,1,31465488,811428756,6193198311307794143669658626,2478300297160103765346361346,420,420,5632850887694,369516290,977920685944,11858371586,11271,65824769576466,141126323545575,8554,240,17523,65501,1259,828,2163,2157,1127,3357,3348,476,3343,318,1649,3,2176,26,3376,5,2305,34,2438,2303,11111111111111111111
325,3956011,65646,1,31465488,812477332,2479377014012954107241571330,2478300297160101566323105794,420,420,5792838256654,428244726,980069218168,12932113410,11271,63900618854016,140675361351382,6907,664,17523,65501,1258,828,2163,2158,1124,3357,3348,477,3342,318,1649,3,2176,26,3376,5,2304,34,2438,2300,11111111111111111111
326,3956011,65646,1,31465488,812477332,2479377014012954107241571330,2478300297160101566323105794,420,420,5792838256654,428244726,980069218168,12932113410,11271,63900618854016,140675361351382,6907,664,17523,65501,1258,828,2163,2158,1124,3357,3348,477,3342,318,1649,3,2176,26,3376,5,2304,34,2438,2300,11111111111111111111
327,3956071,65647,1,31465488,811428756,2479377012860032601560982530,2477091371340488036660027394,420,420,5515829879822,330721108,978994427768,11858371586,11272,63217726000624,140842868876990,6067,324,17535,65501,1258,828,2163,2158,1124,3357,3348,481,3342,321,1648,3,2176,27,3376,5,2306,34,2436,2302,11111111111111111111
328,3956071,65647,1,31465488,811428756,2479377012860032601560982530,2477091371340488036660027394,420,420,5515829879822,330721108,978994427768,11858371586,11272,63217726000624,140842868876990,6067,324,17535,65501,1258,828,2163,2158,1124,3357,3348,481,3342,321,1648,3,2176,27,3376,5,2306,34,2436,2302,11111111111111111111
