Unnamed: 0,nan,nan.1,platform.obc.GPS.LastGpsTimeLog,platform.obc.GPS.UpdateGpsTimeLog[0:1],platform.obc.OBC.mramCorrectableErrorCount,platform.obc.OBC.mramNonCorrectableErrorCount,platform.obc.OBC.flashCorrectableErrorCount,platform.obc.OBC.flashNonCorrectableErrorCount,platform.obc.MagnetometerI2C.nackAddrCount,platform.obc.GPS.UpdateGpsTimeLog_1,platform.obc.GPS.UpdateGpsTimeLog_0,platform.obc.MagnetometerI2C.hwStateErrorCount,platform.obc.MagnetometerI2C.isrErrorCount,platform.obc.I2CBusA.nackAddrCount,platform.obc.I2CBusA.hwStateErrorCount,platform.obc.I2CBusA.isrErrorCount,platform.obc.I2CBusB.nackAddrCount,platform.obc.I2CBusB.hwStateErrorCount,platform.obc.I2CBusB.isrErrorCount,platform.obc.I2CBusC.nackAddrCount,platform.obc.I2CBusC.hwStateErrorCount,platform.obc.I2CBusC.isrErrorCount,platform.obc.GPSSerial.txFailures,platform.obc.GPSSerial.rxFailures,platform.obc.GPSSerial.framingErrors,platform.obc.GPSSerial.parityErrors,platform.obc.GPSSerial.overrunErrors,platform.BAT.status,platform.BAT.lastError,platform.BAT.autoResetCount,platform.BAT.brownOutResetCount,platform.EPS.status,platform.EPS.lastError,platform.EPS.softResetCount,platform.ADCS.fss1ErrorCodes,platform.ADCS.fss1ErrorCount,platform.ADCS.busCurrents[0],platform.ADCS.boardTemperature,platform.ADCS.detumbleCounter,platform.CMC.txPacketCount,platform.CMC.txOverrunErrorCount,platform.CMC.rxDtmfAndCounter,platform.CMC.rxPacketCount,platform.CMC.rxDroppedErrorCount,platform.CMC.rxCrcErrorCount,platform.CMC.rxOverrunErrorCount,platform.CMC.rxProtocolErrorCount,platform.CMC.temperatureSmps,platform.CMC.voltage3V3,platform.CMC.current3V3,payload.GMOD.DP_GMODMSPTemp,payload.GMOD.DP_ErrMessages,payload.GMOD.DP_FlashRolloverCounter,payload.GMOD.DP_CPLDTimeoutCounter,payload.GMOD.DP_SegFaultCount,payload.GMOD.DP_SegFaultType,payload.GMOD.DP_CorrBitErrorCount,payload.GMOD.DP_NonCorrBitErrorCount,payload.GMOD.DP_ForbiddenReadCount,core.EventDispatcher.overflowCount,EMOD.Serial.txFailures,EMOD.Serial.rxFailures,EMOD.Serial.framingErrors,EMOD.Serial.parityErrors,EMOD.Serial.overrunErrors,GMOD.Serial.txFailures,GMOD.Serial.rxFailures,GMOD.Serial.framingErrors,GMOD.Serial.parityErrors,GMOD.Serial.overrunErrors,comms.HMAC.authenticatedFrameCount,comms.HMAC.failedAuthenticationCount,comms.HMAC.droppedFrameCount,comms.HMAC.seqResyncCount,mission.ModeManager.EntryError,mission.ModeManager.ExitError,cdh.telemetry.DataPool.paramValid
104,8413024,14021,0000101010010111011000100110101011101110000101010000100111000000,0000101010010111011000100110101011101110000101010000100111000000,0,0,0,0,0,541717924,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,0,57930,16231,38295,200,48398,0,180,7736,0,4,0,0,16,828,17333,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7221,3,0,246,0,0,11111111111111111111111111111111
105,8413624,14022,0000101010010111011000111001110011011110000110111100101111000000,0000101010010111011000111001110011011110000110111100101111000000,0,0,0,0,0,541717925,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,11,57930,17284,38656,200,48408,0,180,7736,0,4,0,0,18,828,17392,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7221,3,0,246,0,0,11111111111111111111111111111111
106,8414224,14023,0000101010010111011000111001110011011110000110111100101111000000,0000101010010111011000111001110011011110000110111100101111000000,0,0,0,0,0,541717925,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,11,57930,16680,39061,200,48418,0,180,7736,0,4,0,0,21,828,17464,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7221,3,0,246,0,0,11111111111111111111111111111111
107,8414824,14024,0000101010010111011001001110011111110110101001111011111101000000,0000101010010111011001001110011111110110101001111011111101000000,0,0,0,0,0,541718007,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,11,57930,15338,39433,200,48428,0,180,7736,0,4,0,0,24,828,17559,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7221,3,0,246,0,0,11111111111111111111111111111111
108,8415424,14025,0000101010010111011001001110011111110110101001111011111101000000,0000101010010111011001001110011111110110101001111011111101000000,0,0,0,0,0,541718007,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,10,57930,16983,39766,200,48438,0,180,7736,0,4,0,0,26,829,17642,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7221,3,0,246,0,0,11111111111111111111111111111111
109,8416024,14026,0000101010010111011001001110011111110110101001111011111101000000,0000101010010111011001001110011111110110101001111011111101000000,0,0,0,0,0,541718007,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,10,57930,15758,39605,200,48448,0,180,7736,0,4,0,0,24,829,17618,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7221,3,0,246,0,0,11111111111111111111111111111111
110,8416624,14027,0000101010010111011001100001101111111011111101101110010000000000,0000101010010111011001100001101111111011111101101110010000000000,0,0,0,0,0,541718016,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,10,57930,16164,39164,200,48458,0,180,7736,0,4,0,0,21,829,17535,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7221,3,0,246,0,0,11111111111111111111111111111111
111,8417224,14028,0000101010010111011001100001101111111011111101101110010000000000,0000101010010111011001100001101111111011111101101110010000000000,0,0,0,0,0,541718016,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,10,57930,14859,38635,200,48468,0,180,7736,0,4,0,0,18,829,17440,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7221,3,0,246,0,0,11111111111111111111111111111111
112,8417824,14029,0000101010010111011001110111000110000100101101001101111110000000,0000101010010111011001110111000110000100101101001101111110000000,0,0,0,0,0,541718017,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,10,57930,16533,38300,200,48478,0,180,7736,0,4,0,0,16,828,17345,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7221,3,0,246,0,0,11111111111111111111111111111111
113,8418424,14030,0000101010010111011001110111000110000100101101001101111110000000,0000101010010111011001110111000110000100101101001101111110000000,0,0,0,0,0,541718017,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,10,57930,15275,38335,200,48488,0,180,7736,0,4,0,0,16,829,17368,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7221,3,0,246,0,0,11111111111111111111111111111111
114,8419024,14031,0000101010010111011001110111000110010011111101110001111110000000,0000101010010111011001110111000110010011111101110001111110000000,0,0,0,0,0,541718017,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,0,57930,15080,38496,200,48498,0,180,7736,0,4,0,0,18,828,17392,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7221,3,0,246,0,0,11111111111111111111111111111111
115,8419624,14032,0000101010010111011001110111000110010011111101110001111110000000,0000101010010111011001110111000110010011111101110001111110000000,0,0,0,0,0,541718017,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,10,57930,17315,38789,200,48508,0,180,7736,0,4,0,0,20,828,17440,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7221,3,0,246,0,0,11111111111111111111111111111111
116,8420224,14033,0000101010010111011010011011110010111101100001011000001001000000,0000101010010111011010011011110010111101100001011000001001000000,0,0,0,0,0,541718834,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,10,57930,17797,39156,200,48518,0,180,7736,0,4,0,0,22,829,17511,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7221,3,0,246,0,0,11111111111111111111111111111111
117,8420824,14034,0000101010010111011010011011110010111101100001011000001001000000,0000101010010111011010011011110010111101100001011000001001000000,0,0,0,0,0,541718834,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,13,57930,16194,39420,200,48528,0,180,7736,0,4,0,0,25,828,17606,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7221,3,0,246,0,0,11111111111111111111111111111111
118,8421424,14035,0000101010010111011010011011110011001100110001111100001001000000,0000101010010111011010011011110011001100110001111100001001000000,0,0,0,0,0,541718834,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,10,57930,15066,39508,200,48538,0,180,7736,0,4,0,0,25,829,17618,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7221,3,0,246,0,0,11111111111111111111111111111111
119,8422024,14036,0000101010010111011010011011110011001100110001111100001001000000,0000101010010111011010011011110011001100110001111100001001000000,0,0,0,0,0,541718834,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,10,57930,14572,39169,200,48548,0,180,7736,0,4,0,0,22,829,17559,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7221,3,0,246,0,0,11111111111111111111111111111111
120,8422624,14037,0000101010010111011010111111100100001010110000000110110010000000,0000101010010111011010111111100100001010110000000110110010000000,0,0,0,0,0,541718844,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,10,57930,16042,38683,200,48558,0,180,7736,0,4,0,0,19,829,17464,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7221,3,0,246,0,0,11111111111111111111111111111111
121,8423224,14038,0000101010010111011010111111100100001010110000000110110010000000,0000101010010111011010111111100100001010110000000110110010000000,0,0,0,0,0,541718844,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,10,57930,15888,38160,200,48568,0,180,7736,0,4,0,0,16,828,17356,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7221,3,0,246,0,0,11111111111111111111111111111111
122,8423824,14039,0000101010010111011010111111100100011010000000101010110010000000,0000101010010111011010111111100100011010000000101010110010000000,0,0,0,0,0,541718844,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,11,57930,17907,38005,200,48578,0,180,7736,0,4,0,0,16,828,17333,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7221,3,0,246,0,0,11111111111111111111111111111111
123,8424424,14040,0000101010010111011010111111100100011010000000101010110010000000,0000101010010111011010111111100100011010000000101010110010000000,0,0,0,0,0,541718844,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,11,57930,15820,38223,200,48588,0,180,7736,0,4,0,0,17,828,17345,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7221,3,0,246,0,0,11111111111111111111111111111111
124,8425024,14041,0000101010010111011011100011111101101010001111011000010011000000,0000101010010111011011100011111101101010001111011000010011000000,0,0,0,0,0,541718934,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,0,57930,14680,38607,200,48598,0,180,7736,0,4,0,0,18,828,17392,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7221,3,0,246,0,0,11111111111111111111111111111111
125,8425625,14042,0000101010010111011011100110110111101000000110001000010011000000,0000101010010111011011100110110111101000000110001000010011000000,0,0,0,0,0,541718934,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,11,57930,15716,39036,200,48608,0,180,7736,0,4,0,0,20,828,17440,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7221,3,0,246,0,0,11111111111111111111111111111111
126,8426225,14043,0000101010010111011011100110110111101000000110001000010011000000,0000101010010111011011100110110111101000000110001000010011000000,0,0,0,0,0,541718934,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,10,57930,17228,39367,200,48618,0,180,7736,0,4,0,0,22,828,17511,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7221,3,0,246,0,0,11111111111111111111111111111111
127,8426825,14044,0000101010010111011011111011110011111010000101111111111111000000,0000101010010111011011111011110011111010000101111111111111000000,0,0,0,0,0,541718935,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,10,57930,17196,39613,200,48628,0,180,7736,0,4,0,0,24,829,17583,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7221,3,0,246,0,0,11111111111111111111111111111111
128,8427425,14045,0000101010010111011011111011110011111010000101111111111111000000,0000101010010111011011111011110011111010000101111111111111000000,0,0,0,0,0,541718935,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,10,57930,13960,39380,200,48638,0,180,7736,0,4,0,0,23,829,17571,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7221,3,0,246,0,0,11111111111111111111111111111111
129,8428025,14046,0000101010010111011011111011110100001001010110100011111111000000,0000101010010111011011111011110100001001010110100011111111000000,0,0,0,0,0,541718935,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,10,57930,16225,38932,200,48648,0,180,7736,0,4,0,0,19,829,17487,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7221,3,0,246,0,0,11111111111111111111111111111111
130,8428625,14047,0000101010010111011011111011110100001001010110100011111111000000,0000101010010111011011111011110100001001010110100011111111000000,0,0,0,0,0,541718935,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,10,57930,17782,38416,200,48658,0,180,7736,0,4,0,0,16,829,17464,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7221,3,0,246,0,0,11111111111111111111111111111111
131,8429225,14048,0000101010010111011100100001000101001001101100011111101111000000,0000101010010111011100100001000101001001101100011111101111000000,0,0,0,0,0,541727108,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,10,57930,18111,38120,200,48668,0,180,7736,0,4,0,0,14,828,17309,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7221,3,0,246,0,0,11111111111111111111111111111111
132,8429825,14049,0000101010010111011100100011000111010100111111100111101111000000,0000101010010111011100100011000111010100111111100111101111000000,0,0,0,0,0,541727108,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,10,57930,15941,38252,200,48741,0,180,7761,0,11,0,0,17,828,17380,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7246,3,0,255,0,0,11111111111111111111111111111111
133,8430425,14050,0000101010010111011100100011000111010100111111100111101111000000,0000101010010111011100100011000111010100111111100111101111000000,0,0,0,0,0,541727108,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,0,57930,16503,38490,200,48751,0,180,7761,0,13,0,0,18,828,17380,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7246,3,0,255,0,0,11111111111111111111111111111111
134,8431025,14051,0000101010010111011100111000110001010111001000010011110001000000,0000101010010111011100111000110001010111001000010011110001000000,0,0,0,0,0,541727109,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,0,57930,17148,39010,200,48761,0,180,7761,0,13,0,0,20,828,17440,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7246,3,0,255,0,0,11111111111111111111111111111111
135,8431625,14052,0000101010010111011100111000110001010111001000010011110001000000,0000101010010111011100111000110001010111001000010011110001000000,0,0,0,0,0,541727109,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,10,57930,16493,39306,200,48771,0,180,7761,0,13,0,0,22,828,17511,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7246,3,0,255,0,0,11111111111111111111111111111111
136,8432225,14053,0000101010010111011101001100101111001011101011101100010011000000,0000101010010111011101001100101111001011101011101100010011000000,0,0,0,0,0,541727191,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,10,57930,15709,39575,200,48781,0,180,7761,0,13,0,0,24,828,17571,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7246,3,0,255,0,0,11111111111111111111111111111111
137,8432825,14054,0000101010010111011101001110010100100000010111101011100110000000,0000101010010111011101001110010100100000010111101011100110000000,0,0,0,0,0,541727191,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,10,57930,18134,39615,200,48791,0,180,7761,0,13,0,0,25,829,17618,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7246,3,0,255,0,0,11111111111111111111111111111111
138,8433425,14055,0000101010010111011101001110010100100000010111101011100110000000,0000101010010111011101001110010100100000010111101011100110000000,0,0,0,0,0,541727191,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,10,57930,14446,39214,200,48801,0,180,7761,0,13,0,0,22,829,17559,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7246,3,0,255,0,0,11111111111111111111111111111111
139,8434025,14056,0000101010010111011101001110010100101111101000001111100110000000,0000101010010111011101001110010100101111101000001111100110000000,0,0,0,0,0,541727191,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,10,57930,15064,38708,200,48811,0,180,7761,0,13,0,0,19,829,17452,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7246,3,0,255,0,0,11111111111111111111111111111111
140,8434625,14057,0000101010010111011101001110010100101111101000001111100110000000,0000101010010111011101001110010100101111101000001111100110000000,0,0,0,0,0,541727191,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,10,57930,16780,38212,200,48821,0,180,7761,0,13,0,0,15,829,17356,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7246,3,0,255,0,0,11111111111111111111111111111111
141,8435225,14058,0000101010010111011101110010000111100111100011010001111101000000,0000101010010111011101110010000111100111100011010001111101000000,0,0,0,0,0,541727201,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,0,57930,14587,38037,200,48851,0,180,7773,0,0,0,0,17,828,17368,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7259,3,0,4,0,0,11111111111111111111111111111111
142,8482026,14136,0000101010010111101000010001000111001000100111110111110111000000,0000101010010111101000010001000111001000100111110111110111000000,0,0,0,0,0,549983111,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,11,57930,15688,38924,200,51363,0,10,7978,0,10,0,0,22,829,17583,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7460,6,0,41,0,0,11111111111111111111111111111111
143,8482626,14137,0000101010010111101000010001000111010111111000011011110111000000,0000101010010111101000010001000111010111111000011011110111000000,0,0,0,0,0,549983111,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,10,57930,16413,39291,200,51373,0,10,7978,0,10,0,0,24,828,17654,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7460,6,0,41,0,0,11111111111111111111111111111111
144,8483226,14138,0000101010010111101000010001000111010111111000011011110111000000,0000101010010111101000010001000111010111111000011011110111000000,0,0,0,0,0,549983111,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,10,57930,15565,39573,200,51383,0,10,7978,0,10,0,0,27,828,17737,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7460,6,0,41,0,0,11111111111111111111111111111111
145,8483826,14139,0000101010010111101000110101100110111000000011110000111110000000,0000101010010111101000110101100110111000000011110000111110000000,0,0,0,0,0,549983120,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,10,57930,14364,39777,200,51393,0,10,7978,0,10,0,0,28,829,17785,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7460,6,0,41,0,0,11111111111111111111111111111111
146,8484426,14140,0000101010010111101000110101100110111000000011110000111110000000,0000101010010111101000110101100110111000000011110000111110000000,0,0,0,0,0,549983120,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,10,57930,16748,39505,200,51403,0,10,7978,0,10,0,0,25,829,17749,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7460,6,0,41,0,0,11111111111111111111111111111111
147,8485026,14141,0000101010010111101000110101100111000111001100101100101100000000,0000101010010111101000110101100111000111001100101100101100000000,0,0,0,0,0,549983120,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,10,57930,14720,39036,200,51413,0,10,7978,0,10,0,0,22,829,17630,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7460,6,0,41,0,0,11111111111111111111111111111111
148,8485626,14142,0000101010010111101000110101100111000111001100101100101100000000,0000101010010111101000110101100111000111001100101100101100000000,0,0,0,0,0,549983120,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,10,57930,17731,38508,200,51423,0,10,7978,0,10,0,0,18,828,17523,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7460,6,0,41,0,0,11111111111111111111111111111111
149,8486226,14143,0000101010010111101001011100001100110110011011100110101001000000,0000101010010111101001011100001100110110011011100110101001000000,0,0,0,0,0,549983203,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,0,57930,17651,38293,200,51433,0,10,7978,0,10,0,0,17,828,17464,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7460,6,0,41,0,0,11111111111111111111111111111111
150,8486826,14144,0000101010010111101001011100001100110110011011100110101001000000,0000101010010111101001011100001100110110011011100110101001000000,0,0,0,0,0,549983203,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,0,57930,17190,38452,200,51443,0,10,7978,0,10,0,0,18,828,17464,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7460,6,0,41,0,0,11111111111111111111111111111111
151,8487426,14145,0000101010010111101001011100001101000101101100001010101001000000,0000101010010111101001011100001101000101101100001010101001000000,0,0,0,0,0,549983203,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,0,57930,14443,38721,200,51453,0,10,7978,0,10,0,0,19,828,17499,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7460,6,0,41,0,0,11111111111111111111111111111111
152,8488026,14146,0000101010010111101001011100001101000101101100001010101001000000,0000101010010111101001011100001101000101101100001010101001000000,0,0,0,0,0,549983203,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,0,57930,17274,39116,200,51463,0,10,7978,0,10,0,0,21,828,17559,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7460,6,0,41,0,0,11111111111111111111111111111111
153,8488626,14147,0000101010010111101001111111111111111011000110111111000110000000,0000101010010111101001111111111111111011000110111111000110000000,0,0,0,0,0,549983212,2159807923,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,128,0,0,2,0,0,4,0,57930,15495,39536,200,51473,0,10,7978,0,10,0,0,24,828,17630,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,7460,6,0,41,0,0,11111111111111111111111111111111
154,8489272,14148,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,58284,18349,39780,200,1,0,10,0,0,0,0,0,25,829,17714,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11111111111111111111111111111111
155,8489871,14149,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,60075,14697,39652,200,11,0,10,0,0,0,0,0,24,829,17702,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11111111111111111111111111111111
156,8490471,14150,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,128,0,0,2,0,0,4,15,61866,18384,39189,200,21,0,127,0,0,0,0,0,21,829,17773,65535,11111111111111111111111111111111,255,255,65535,7,65535,65535,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11111111111111111111111111111111
