Unnamed: 0,ODT,RowID,param readonly uint16 busVoltages[0:2],param readonly uint16 busCurrents[0:2],param readonly uint16 analogueToDigitalReference,param readonly uint16 sensorCurrent,param readonly uint16 rawGyroTemperature[0:2],param readonly raw3 gyroStatus,param readonly uint16 mtm1Temperature,param readonly uint16 eccStatisticsPacked_7,param readonly uint16 eccStatisticsPacked_6,param readonly uint16 eccStatisticsPacked_5,param readonly uint16 eccStatisticsPacked_4,param readonly uint16 eccStatisticsPacked_3,param readonly uint16 eccStatisticsPacked_2,param readonly uint16 eccStatisticsPacked_1,param readonly uint16 eccStatisticsPacked_0,param readonly uint16 rawGyroTemperature_2,param readonly uint16 rawGyroTemperature_1,param readonly uint16 rawGyroTemperature_0,param readonly uint16 busCurrents_2,param readonly uint16 busCurrents_1,param readonly uint16 busCurrents_0,param readonly uint16 busVoltages_2,param readonly uint16 busVoltages_1,param readonly uint16 busVoltages_0,param readonly uint16 mtm2Temperature,param readonly uint16 eccStatisticsPacked[0:7],param readonly uint16 fss1ErrorCount,param readonly uint16 currRow,param readonly uint32 lastSvUpdate,param readonly uint16 successfulSvUpdates,param readonly uint16 totalFixFailures,cdh.telemetry.DataPool.paramValid
478,7834254,26114,141023000000000.0,72275800000000.0,32791,8820,2602790000000.0,110000001100000011,38960,0,0,0,0,32723,32723,25,25,38272,607,606,34304,1378,16828,62976,31185,32834,38865,129809441727716775377536728396988416,57930,0,7830215,1503,427,1111111111
479,7834554,26115,141019000000000.0,63806100000000.0,32789,6751,2619970000000.0,110000001100000011,39095,0,0,0,0,32723,32723,25,25,38016,609,610,52480,1004,14856,52736,35686,32833,39011,129809441727716775377536728396988416,57930,0,7830215,1503,427,1111111111
480,7834854,26116,141156000000000.0,78460600000000.0,32790,8907,2637150000000.0,110000001100000011,39253,0,0,0,0,32723,32723,25,25,37760,611,614,7680,2097,18268,59392,28988,32865,39177,129809441727716775377536728396988416,57930,0,7834698,1504,427,1111111111
481,7835154,26117,140916000000000.0,70669500000000.0,32792,9084,2637150000000.0,110000001100000011,39308,0,0,0,0,32723,32723,25,25,37760,611,614,42752,1649,16454,34816,36895,32809,39238,129809441727716775377536728396988416,57930,0,7834698,1504,427,1111111111
482,7835454,26118,140740000000000.0,66353100000000.0,32791,6019,2637150000000.0,110000001100000011,39210,0,0,0,0,32723,32723,25,25,37760,611,614,35584,2292,15449,43008,38324,32768,39164,129809441727716775377536728396988416,57930,0,7834698,1504,427,1111111111
483,7835754,26119,141165000000000.0,76128400000000.0,32790,9246,2619970000000.0,110000001100000011,39037,0,0,0,0,32723,32723,25,25,38016,609,610,17408,1597,17725,512,35246,32867,38994,129809441727716775377536728396988416,57930,0,7834698,1504,427,1111111111
484,7836054,26120,141298000000000.0,69823400000000.0,32790,8623,2602790000000.0,110000001100000011,38822,0,0,0,0,32723,32723,25,25,38272,607,606,14848,1780,16257,62464,33048,32898,38781,129809441727716775377536728396988416,57930,0,7835899,1505,427,1111111111
485,7836354,26121,141191000000000.0,74912900000000.0,32789,9041,2577020000000.0,110000001100000011,38569,0,0,0,0,32723,32723,25,25,38656,604,600,10496,1227,17442,34304,38758,32873,38524,129809441727716775377536728396988416,57930,0,7835899,1505,427,1111111111
486,7836654,26122,141272000000000.0,68831300000000.0,32790,7304,2551250000000.0,110000001100000011,38312,0,0,0,0,32723,32723,25,25,39040,601,594,39168,2351,16026,28672,29536,32892,38268,129809441727716775377536728396988416,57930,0,7835899,1505,427,1111111111
487,7836954,26123,140589000000000.0,77532800000000.0,32789,8019,2525480000000.0,110000001100000011,38049,0,0,0,0,32723,32723,25,25,39424,598,588,40960,768,18052,33280,28007,32733,38001,129809441727716775377536728396988416,57930,0,7835899,1505,427,1111111111
488,7837254,26124,141023000000000.0,71180600000000.0,32789,9042,2508300000000.0,110000001100000011,37847,0,0,0,0,32723,32723,25,25,39680,596,584,48640,1632,16573,62976,31185,32834,37794,129809441727716775377536728396988416,57930,0,7835899,1505,427,1111111111
489,7837554,26125,140907000000000.0,68517700000000.0,32790,6610,2508300000000.0,110000001100000011,37808,0,0,0,0,32723,32723,25,25,39680,596,584,22784,1323,15953,28160,30638,32807,37755,129809441727716775377536728396988416,57930,0,7837396,1506,427,1111111111
490,7837854,26126,140757000000000.0,74620900000000.0,32791,5994,2499710000000.0,110000001100000011,37819,0,0,0,0,32723,32723,25,25,39808,595,582,49408,2108,17374,4608,35580,32772,37756,129809441727716775377536728396988416,57930,0,7837396,1506,427,1111111111
491,7838154,26127,140375000000000.0,74955900000000.0,32788,9159,2508300000000.0,110000001100000011,37891,0,0,0,0,32723,32723,25,25,39680,596,584,5888,1995,17452,42496,39426,32683,37817,129809441727716775377536728396988416,57930,0,7837396,1506,427,1111111111
492,7838454,26128,141144000000000.0,65193400000000.0,32792,5466,2516890000000.0,110000001100000011,38028,0,0,0,0,32723,32723,25,25,39552,597,586,56832,1394,15179,28672,42491,32862,37936,129809441727716775377536728396988416,57930,0,7837396,1506,427,1111111111
493,7838754,26129,140495000000000.0,73023100000000.0,32790,8330,2534070000000.0,110000001100000011,38193,0,0,0,0,32723,32723,25,25,39296,599,590,38656,1007,17002,22016,35473,32711,38100,129809441727716775377536728396988416,57930,0,7837396,1506,427,1111111111
494,7839054,26130,141165000000000.0,71056000000000.0,32791,8944,2551250000000.0,110000001100000011,38407,0,0,0,0,32723,32723,25,25,39040,601,594,40960,931,16544,512,35246,32867,38318,129809441727716775377536728396988416,57930,0,7837396,1506,428,1111111111
495,7839354,26131,140620000000000.0,68320100000000.0,32790,6235,2568430000000.0,110000001100000011,38586,0,0,0,0,32723,32723,25,25,38784,603,598,41216,842,15907,63488,42277,32740,38485,129809441727716775377536728396988416,57930,0,7837396,1506,428,1111111111
496,7839654,26132,141139000000000.0,64952900000000.0,32789,6964,2585610000000.0,110000001100000011,38748,0,0,0,0,32723,32723,25,25,38528,605,602,6400,1672,15123,32256,31733,32861,38651,129809441727716775377536728396988416,57930,0,7837396,1506,428,1111111111
497,7839954,26133,141122000000000.0,74960200000000.0,32791,8812,2594200000000.0,110000001100000011,38895,0,0,0,0,32723,32723,25,25,38400,606,604,57856,2071,17453,5120,34478,32857,38790,129809441727716775377536728396988416,57930,0,7837396,1506,428,1111111111
498,7840254,26134,141092000000000.0,73624400000000.0,32792,9041,2611380000000.0,110000001100000011,39025,0,0,0,0,32723,32723,25,25,38144,608,608,29696,1077,17142,26624,35466,32850,38944,129809441727716775377536728396988416,57930,0,7840218,1507,428,1111111111
499,7840554,26135,141023000000000.0,62951400000000.0,32792,6588,2619970000000.0,110000001100000011,39155,0,0,0,0,32723,32723,25,25,38016,609,610,51712,981,14657,62976,31185,32834,39074,129809441727716775377536728396988416,57930,0,7840218,1507,428,1111111111
500,7840854,26136,141135000000000.0,64635100000000.0,32791,8074,2628560000000.0,110000001100000011,39195,0,0,0,0,32723,32723,25,25,37888,610,612,61184,2092,15049,22016,36234,32860,39124,129809441727716775377536728396988416,57930,0,7840218,1507,428,1111111111
501,7841154,26137,141186000000000.0,61675800000000.0,32789,7368,2619970000000.0,110000001100000011,39105,0,0,0,0,32723,32723,25,25,38016,609,610,30208,1062,14360,37888,28000,32872,39059,129809441727716775377536728396988416,57930,0,7840218,1507,428,1111111111
502,7841454,26138,141040000000000.0,71979500000000.0,32792,9250,2611380000000.0,110000001100000011,38930,0,0,0,0,32723,32723,25,25,38144,608,608,21248,2183,16759,24576,28441,32838,38890,129809441727716775377536728396988416,57930,0,7841419,1508,428,1111111111
503,7841754,26139,140787000000000.0,61289300000000.0,32793,5480,2585610000000.0,110000001100000011,38711,0,0,0,0,32723,32723,25,25,38528,605,602,32000,1780,14270,48640,34591,32779,38674,129809441727716775377536728396988416,57930,0,7841419,1508,428,1111111111
504,7842054,26140,140650000000000.0,60430300000000.0,32792,5931,2568430000000.0,110000001100000011,38467,0,0,0,0,32723,32723,25,25,38784,603,598,44800,1680,14070,41984,41289,32747,38433,129809441727716775377536728396988416,57930,0,7841419,1508,428,1111111111
505,7842354,26141,140727000000000.0,78138400000000.0,32788,7733,2542660000000.0,110000001100000011,38213,0,0,0,0,32723,32723,25,25,39168,600,592,18432,915,18193,26112,36568,32765,38172,129809441727716775377536728396988416,57930,0,7841419,1508,428,1111111111
506,7842654,26142,141062000000000.0,65790400000000.0,32793,9088,2516890000000.0,110000001100000011,37945,0,0,0,0,32723,32723,25,25,39552,597,586,61440,1387,15318,48128,36454,32843,37911,129809441727716775377536728396988416,57930,0,7841419,1508,428,1111111111
507,7842954,26143,141199000000000.0,78567900000000.0,32792,5652,2499710000000.0,110000001100000011,37783,0,0,0,0,32723,32723,25,25,39808,595,582,12032,965,18293,54784,29756,32875,37730,129809441727716775377536728396988416,57930,0,7842738,1509,428,1111111111
508,7843254,26144,141212000000000.0,67375300000000.0,32790,8657,2491120000000.0,110000001100000011,37706,0,0,0,0,32723,32723,25,25,39936,594,580,47360,2258,15687,6144,31513,32878,37635,129809441727716775377536728396988416,57930,0,7842738,1509,428,1111111111
509,7843554,26145,141221000000000.0,70454700000000.0,32789,9038,2491120000000.0,110000001100000011,37710,0,0,0,0,32723,32723,25,25,39936,594,580,49920,861,16404,12800,37770,32880,37635,129809441727716775377536728396988416,57930,0,7842738,1509,428,1111111111
510,7843854,26146,141045000000000.0,63776100000000.0,32789,7923,2499710000000.0,110000001100000011,37796,0,0,0,0,32723,32723,25,25,39808,595,582,8448,1993,14849,20992,39199,32839,37715,129809441727716775377536728396988416,57930,0,7842738,1509,428,1111111111
511,7844154,26147,141070000000000.0,62955700000000.0,32789,6972,2508300000000.0,110000001100000011,37933,0,0,0,0,32723,32723,25,25,39680,596,584,38144,1058,14658,3072,27453,32845,37837,129809441727716775377536728396988416,57930,0,7843939,1510,428,1111111111
512,7844454,26148,141135000000000.0,73757600000000.0,32791,6484,2525480000000.0,110000001100000011,38088,0,0,0,0,32723,32723,25,25,39424,598,588,10240,1932,17173,22016,36234,32860,37997,129809441727716775377536728396988416,57930,0,7843939,1510,428,1111111111
513,7844754,26149,141259000000000.0,67976500000000.0,32790,5659,2542660000000.0,110000001100000011,38282,0,0,0,0,32723,32723,25,25,39168,600,592,46336,802,15827,11776,27780,32889,38172,129809441727716775377536728396988416,57930,0,7843939,1510,428,1111111111
514,7845054,26150,140602000000000.0,68079600000000.0,32790,6621,2559840000000.0,110000001100000011,38478,0,0,0,0,32723,32723,25,25,38912,602,596,56320,1119,15851,50176,29763,32736,38375,129809441727716775377536728396988416,57930,0,7843939,1510,428,1111111111
515,7845354,26151,140929000000000.0,71880700000000.0,32790,6749,2577020000000.0,110000001100000011,38673,0,0,0,0,32723,32723,25,25,38656,604,600,63232,1942,16736,51712,38651,32812,38589,129809441727716775377536728396988416,57930,0,7843939,1510,428,1111111111
516,7845654,26152,141071000000000.0,67950800000000.0,32790,8017,2602790000000.0,110000001100000011,38900,0,0,0,0,32723,32723,25,25,38272,607,606,54272,1867,15821,54784,42711,32845,38811,129809441727716775377536728396988416,57930,0,7843939,1510,429,1111111111
517,7845954,26153,140967000000000.0,71043200000000.0,32791,8469,2611380000000.0,110000001100000011,39035,0,0,0,0,32723,32723,25,25,38144,608,608,8192,2227,16541,50688,28661,32821,38957,129809441727716775377536728396988416,57930,0,7843939,1510,429,1111111111
518,7846254,26154,140877000000000.0,66894200000000.0,32791,6218,2619970000000.0,110000001100000011,39142,0,0,0,0,32723,32723,25,25,38016,609,610,19968,1287,15575,49664,31626,32800,39056,129809441727716775377536728396988416,57930,0,7843939,1510,429,1111111111
519,7846554,26155,140645000000000.0,60133900000000.0,32789,6591,2628560000000.0,110000001100000011,39175,0,0,0,0,32723,32723,25,25,37888,610,612,39680,959,14001,45568,30531,32746,39103,129809441727716775377536728396988416,57930,0,7843939,1510,429,1111111111
520,7846854,26156,141135000000000.0,78207200000000.0,32790,8874,2619970000000.0,110000001100000011,39093,0,0,0,0,32723,32723,25,25,38016,609,610,63488,2143,18209,22016,36234,32860,39052,129809441727716775377536728396988416,57930,0,7846757,1511,429,1111111111
521,7847154,26157,140869000000000.0,69462600000000.0,32791,8557,2611380000000.0,110000001100000011,38942,0,0,0,0,32723,32723,25,25,38144,608,608,8704,1433,16173,29184,40628,32798,38901,129809441727716775377536728396988416,57930,0,7846757,1511,429,1111111111
522,7847454,26158,141148000000000.0,76935800000000.0,32792,7817,2585610000000.0,110000001100000011,38726,0,0,0,0,32723,32723,25,25,38528,605,602,36352,775,17913,38912,37990,32863,38683,129809441727716775377536728396988416,57930,0,7846757,1511,429,1111111111
523,7847754,26159,141053000000000.0,75372500000000.0,32790,7067,2568430000000.0,110000001100000011,38480,0,0,0,0,32723,32723,25,25,38784,603,598,40192,1814,17549,41472,30197,32841,38441,129809441727716775377536728396988416,57930,0,7846757,1511,429,1111111111
524,7848054,26160,141165000000000.0,76051100000000.0,32790,6604,2542660000000.0,110000001100000011,38218,0,0,0,0,32723,32723,25,25,39168,600,592,57088,1740,17707,512,35246,32867,38183,129809441727716775377536728396988416,57930,0,7847958,1512,429,1111111111
525,7848354,26161,141088000000000.0,73796200000000.0,32788,8590,2525480000000.0,110000001100000011,37957,0,0,0,0,32723,32723,25,25,39424,598,588,27136,1097,17182,16384,39967,32849,37917,129809441727716775377536728396988416,57930,0,7847958,1512,429,1111111111
526,7848654,26162,140735000000000.0,71227800000000.0,32788,5419,2499710000000.0,110000001100000011,37757,0,0,0,0,32723,32723,25,25,39808,595,582,38400,951,16584,46592,27566,32767,37714,129809441727716775377536728396988416,57930,0,7847958,1512,429,1111111111
527,7848954,26163,141109000000000.0,62195500000000.0,32790,7759,2491120000000.0,110000001100000011,37684,0,0,0,0,32723,32723,25,25,39936,594,580,8960,1199,14481,53760,32721,32854,37626,129809441727716775377536728396988416,57930,0,7847958,1512,429,1111111111
528,7849254,26164,141191000000000.0,70506300000000.0,32793,8810,2491120000000.0,110000001100000011,37707,0,0,0,0,32723,32723,25,25,39936,594,580,18176,1783,16416,34304,38758,32873,37631,129809441727716775377536728396988416,57930,0,7847958,1512,429,1111111111
529,7849554,26165,141019000000000.0,76502100000000.0,32791,8432,2508300000000.0,110000001100000011,37861,0,0,0,0,32723,32723,25,25,39680,596,584,48384,2174,17812,52736,35686,32833,37773,129809441727716775377536728396988416,57930,0,7847958,1512,430,1111111111
530,7849854,26166,141221000000000.0,72804100000000.0,32790,7349,2516890000000.0,110000001100000011,38002,0,0,0,0,32723,32723,25,25,39552,597,586,51456,1668,16951,12800,37770,32880,37918,129809441727716775377536728396988416,57930,0,7847958,1512,430,1111111111
531,7850154,26167,140611000000000.0,70682400000000.0,32789,6648,2534070000000.0,110000001100000011,38169,0,0,0,0,32723,32723,25,25,39296,599,590,2048,1880,16457,56832,36020,32738,38069,129809441727716775377536728396988416,57930,0,7847958,1512,430,1111111111
532,7850454,26168,141178000000000.0,64965800000000.0,32790,8163,2542660000000.0,110000001100000011,38325,0,0,0,0,32723,32723,25,25,39168,600,592,31232,1902,15126,17408,37002,32870,38237,129809441727716775377536728396988416,57930,0,7847958,1512,430,1111111111
533,7850754,26169,141015000000000.0,69015900000000.0,32790,8771,2559840000000.0,110000001100000011,38500,0,0,0,0,32723,32723,25,25,38912,602,596,3840,1076,16069,42496,40187,32832,38402,129809441727716775377536728396988416,57930,0,7847958,1512,430,1111111111
534,7851054,26170,141036000000000.0,69342300000000.0,32790,8200,2577020000000.0,110000001100000011,38711,0,0,0,0,32723,32723,25,25,38656,604,600,52992,808,16145,14336,32942,32837,38608,129809441727716775377536728396988416,57930,0,7850862,1513,430,1111111111
535,7851354,26171,140993000000000.0,69033100000000.0,32792,8492,2594200000000.0,110000001100000011,38866,0,0,0,0,32723,32723,25,25,38400,606,604,15104,1383,16073,18944,32174,32827,38775,129809441727716775377536728396988416,57930,0,7850862,1513,430,1111111111
536,7851654,26172,140555000000000.0,59489700000000.0,32790,5648,2602790000000.0,110000001100000011,38994,0,0,0,0,32723,32723,25,25,38272,607,606,45312,1647,13851,44544,33496,32725,38910,129809441727716775377536728396988416,57930,0,7850862,1513,430,1111111111
537,7851954,26173,140916000000000.0,74732500000000.0,32792,8443,2619970000000.0,110000001100000011,39085,0,0,0,0,32723,32723,25,25,38016,609,610,40192,1053,17400,34816,36895,32809,39013,129809441727716775377536728396988416,57930,0,7850862,1513,430,1111111111
538,7852254,26174,141083000000000.0,74307300000000.0,32792,8855,2619970000000.0,110000001100000011,39117,0,0,0,0,32723,32723,25,25,38016,609,610,33024,1080,17301,19968,29209,32848,39060,129809441727716775377536728396988416,57930,0,7852063,1514,430,1111111111
539,7852554,26175,141229000000000.0,71472600000000.0,32789,8481,2611380000000.0,110000001100000011,39026,0,0,0,0,32723,32723,25,25,38144,608,608,9728,751,16641,33280,28768,32882,38981,129809441727716775377536728396988416,57930,0,7852063,1514,430,1111111111
540,7852854,26176,140602000000000.0,62277100000000.0,32789,6776,2602790000000.0,110000001100000011,38860,0,0,0,0,32723,32723,25,25,38272,607,606,21248,1132,14500,50176,29763,32736,38827,129809441727716775377536728396988416,57930,0,7852063,1514,430,1111111111
541,7853154,26177,141143000000000.0,70038100000000.0,32792,8996,2585610000000.0,110000001100000011,38650,0,0,0,0,32723,32723,25,25,38528,605,602,15616,1042,16307,42496,27232,32862,38605,129809441727716775377536728396988416,57930,0,7852063,1514,430,1111111111
542,7853454,26178,140632000000000.0,69501300000000.0,32791,6584,2559840000000.0,110000001100000011,38421,0,0,0,0,32723,32723,25,25,38912,602,596,17664,2124,16182,28672,28775,32743,38395,129809441727716775377536728396988416,57930,0,7852063,1514,430,1111111111
543,7853754,26179,141070000000000.0,64721000000000.0,32791,5860,2542660000000.0,110000001100000011,38235,0,0,0,0,32723,32723,25,25,39168,600,592,59904,2102,15069,3072,27453,32845,38190,129809441727716775377536728396988416,57930,0,7852063,1514,431,1111111111
544,7854054,26180,141053000000000.0,64489000000000.0,32791,5544,2525480000000.0,110000001100000011,37966,0,0,0,0,32723,32723,25,25,39424,598,588,55808,1007,15015,41472,30197,32841,37930,129809441727716775377536728396988416,57930,0,7852063,1514,431,1111111111
545,7854354,26181,141156000000000.0,65459700000000.0,32792,8663,2499710000000.0,110000001100000011,37776,0,0,0,0,32723,32723,25,25,39808,595,582,25856,1578,15241,59392,28988,32865,37717,129809441727716775377536728396988416,57930,0,7852063,1514,431,1111111111
546,7854654,26182,140396000000000.0,70171300000000.0,32791,6417,2491120000000.0,110000001100000011,37696,0,0,0,0,32723,32723,25,25,39936,594,580,61696,1896,16338,14336,32181,32688,37627,129809441727716775377536728396988416,57930,0,7852063,1514,431,1111111111
547,7854954,26183,140465000000000.0,75192100000000.0,32789,9145,2491120000000.0,110000001100000011,37726,0,0,0,0,32723,32723,25,25,39936,594,580,4352,1641,17507,43520,36461,32704,37648,129809441727716775377536728396988416,57930,0,7852063,1514,431,1111111111
548,7855254,26184,141139000000000.0,61126100000000.0,32791,8368,2508300000000.0,110000001100000011,37874,0,0,0,0,32723,32723,25,25,39680,596,584,7424,1914,14232,32256,31733,32861,37787,129809441727716775377536728396988416,57930,0,7852063,1514,432,1111111111
549,7855554,26185,140826000000000.0,69217800000000.0,32790,8865,2516890000000.0,110000001100000011,37994,0,0,0,0,32723,32723,25,25,39552,597,586,37376,1633,16116,33792,39860,32788,37907,129809441727716775377536728396988416,57930,0,7852063,1514,432,1111111111
550,7855854,26186,141113000000000.0,65554200000000.0,32790,5527,2534070000000.0,110000001100000011,38148,0,0,0,0,32723,32723,25,25,39296,599,590,62976,1741,15263,64000,28220,32855,38051,129809441727716775377536728396988416,57930,0,7852063,1514,432,1111111111
551,7856154,26187,141178000000000.0,70755400000000.0,32788,8493,2542660000000.0,110000001100000011,38306,0,0,0,0,32723,32723,25,25,39168,600,592,41472,1659,16474,17408,37002,32870,38210,129809441727716775377536728396988416,57930,0,7852063,1514,432,1111111111
552,7856454,26188,141234000000000.0,71103300000000.0,32792,5654,2559840000000.0,110000001100000011,38480,0,0,0,0,32723,32723,25,25,38912,602,596,22784,1776,16555,29696,39526,32883,38392,129809441727716775377536728396988416,57930,0,7852063,1514,432,1111111111
553,7856754,26189,140624000000000.0,65287900000000.0,32790,6199,2577020000000.0,110000001100000011,38696,0,0,0,0,32723,32723,25,25,38656,604,600,28416,1558,15201,8192,37777,32741,38596,129809441727716775377536728396988416,57930,0,7852063,1514,433,1111111111
554,7857054,26190,141131000000000.0,68801200000000.0,32792,9191,2594200000000.0,110000001100000011,38849,0,0,0,0,32723,32723,25,25,38400,606,604,3072,1814,16019,11776,40735,32859,38764,129809441727716775377536728396988416,57930,0,7852063,1514,433,1111111111
555,7857354,26191,141285000000000.0,71661600000000.0,32792,7557,2611380000000.0,110000001100000011,38981,0,0,0,0,32723,32723,25,25,38144,608,608,18432,1078,16685,45568,31292,32895,38897,129809441727716775377536728396988416,57930,0,7852063,1514,433,1111111111
556,7857654,26192,141182000000000.0,78241500000000.0,32790,9160,2611380000000.0,110000001100000011,39058,0,0,0,0,32723,32723,25,25,38144,608,608,28416,1232,18217,27648,32501,32871,38997,129809441727716775377536728396988416,57930,0,7852063,1514,433,1111111111
557,7857954,26193,141092000000000.0,75299500000000.0,32792,9015,2619970000000.0,110000001100000011,39123,0,0,0,0,32723,32723,25,25,38016,609,610,768,2035,17532,26624,35466,32850,39052,129809441727716775377536728396988416,57930,0,7857917,1515,433,1111111111
558,7858254,26194,140847000000000.0,69204900000000.0,32791,8439,2619970000000.0,110000001100000011,39046,0,0,0,0,32723,32723,25,25,38016,609,610,12544,1403,16113,5632,32615,32793,38994,129809441727716775377536728396988416,57930,0,7857917,1515,433,1111111111
559,7858554,26195,140731000000000.0,66331600000000.0,32789,6462,2602790000000.0,110000001100000011,38866,0,0,0,0,32723,32723,25,25,38272,607,606,37888,1908,15444,36352,32067,32766,38829,129809441727716775377536728396988416,57930,0,7857917,1515,433,1111111111
560,7858854,26196,141040000000000.0,69329500000000.0,32792,6295,2585610000000.0,110000001100000011,38650,0,0,0,0,32723,32723,25,25,38528,605,602,20224,2104,16142,24576,28441,32838,38603,129809441727716775377536728396988416,57930,0,7857917,1515,433,1111111111
561,7859154,26197,140980000000000.0,68101100000000.0,32792,6413,2559840000000.0,110000001100000011,38394,0,0,0,0,32723,32723,25,25,38912,602,596,54016,1503,15856,2048,30418,32824,38370,129809441727716775377536728396988416,57930,0,7859118,1516,433,1111111111
562,7859454,26198,140263000000000.0,75351000000000.0,32791,8286,2534070000000.0,110000001100000011,38153,0,0,0,0,32723,32723,25,25,39296,599,590,42496,1430,17544,17920,34378,32657,38123,129809441727716775377536728396988416,57930,0,7859118,1516,433,1111111111
563,7859754,26199,140740000000000.0,72726800000000.0,32790,8197,2516890000000.0,110000001100000011,37899,0,0,0,0,32723,32723,25,25,39552,597,586,25600,1812,16933,43008,38324,32768,37859,129809441727716775377536728396988416,57930,0,7859118,1516,433,1111111111
564,7860054,26200,141062000000000.0,77992400000000.0,32791,5985,2499710000000.0,110000001100000011,37707,0,0,0,0,32723,32723,25,25,39808,595,582,5120,1356,18159,48128,36454,32843,37661,129809441727716775377536728396988416,57930,0,7859118,1516,433,1111111111
565,7860355,26201,140632000000000.0,68006600000000.0,32792,5596,2491120000000.0,110000001100000011,37638,0,0,0,0,32723,32723,25,25,39936,594,580,16896,1340,15834,28672,28775,32743,37585,129809441727716775377536728396988416,57930,0,7859118,1516,433,1111111111
566,7860655,26202,140400000000000.0,71700300000000.0,32791,5936,2491120000000.0,110000001100000011,37713,0,0,0,0,32723,32723,25,25,39936,594,580,27392,1769,16694,24576,27680,32689,37643,129809441727716775377536728396988416,57930,0,7859118,1516,434,1111111111
567,7860955,26203,140448000000000.0,71017400000000.0,32791,6553,2508300000000.0,110000001100000011,37827,0,0,0,0,32723,32723,25,25,39680,596,584,24064,1766,16535,16384,39206,32700,37752,129809441727716775377536728396988416,57930,0,7859118,1516,434,1111111111
568,7861255,26204,140916000000000.0,65962200000000.0,32792,9158,2516890000000.0,110000001100000011,37963,0,0,0,0,32723,32723,25,25,39552,597,586,58880,1407,15358,34816,36895,32809,37872,129809441727716775377536728396988416,57930,0,7859118,1516,434,1111111111
569,7861555,26205,140821000000000.0,63041600000000.0,32789,5730,2525480000000.0,110000001100000011,38116,0,0,0,0,32723,32723,25,25,39424,598,588,36864,1068,14678,37376,29102,32787,38023,129809441727716775377536728396988416,57930,0,7859118,1516,434,1111111111
570,7861855,26206,140358000000000.0,76252900000000.0,32790,5500,2542660000000.0,110000001100000011,38279,0,0,0,0,32723,32723,25,25,39168,600,592,33024,772,17754,15360,42171,32679,38178,129809441727716775377536728396988416,57930,0,7859118,1516,434,1111111111
571,7862155,26207,141032000000000.0,71588600000000.0,32791,9160,2559840000000.0,110000001100000011,38469,0,0,0,0,32723,32723,25,25,38912,602,596,44544,1298,16668,4096,37443,32836,38379,129809441727716775377536728396988416,57930,0,7861985,1517,434,1111111111
572,7862455,26208,141028000000000.0,69363800000000.0,32792,7828,2577020000000.0,110000001100000011,38631,0,0,0,0,32723,32723,25,25,38656,604,600,50688,1192,16150,59392,41943,32835,38550,129809441727716775377536728396988416,57930,0,7861985,1517,434,1111111111
573,7862755,26209,140985000000000.0,66529100000000.0,32789,8763,2585610000000.0,110000001100000011,38786,0,0,0,0,32723,32723,25,25,38528,605,602,27392,863,15490,64000,41175,32825,38699,129809441727716775377536728396988416,57930,0,7861985,1517,434,1111111111
574,7863055,26210,140882000000000.0,62229900000000.0,32792,5526,2602790000000.0,110000001100000011,38924,0,0,0,0,32723,32723,25,25,38272,607,606,31488,1813,14489,46080,42384,32801,38836,129809441727716775377536728396988416,57930,0,7861985,1517,434,1111111111
575,7863355,26211,140869000000000.0,72718200000000.0,32790,9098,2611380000000.0,110000001100000011,39035,0,0,0,0,32723,32723,25,25,38144,608,608,52736,1658,16931,29184,40628,32798,38959,129809441727716775377536728396988416,57930,0,7861985,1517,434,1111111111
576,7863655,26212,141083000000000.0,67456900000000.0,32792,7812,2619970000000.0,110000001100000011,39117,0,0,0,0,32723,32723,25,25,38016,609,610,59648,2191,15706,19968,29209,32848,39052,129809441727716775377536728396988416,57930,0,7863437,1518,434,1111111111
577,7863955,26213,141264000000000.0,72975900000000.0,32792,8970,2619970000000.0,110000001100000011,39019,0,0,0,0,32723,32723,25,25,38016,609,610,48896,1688,16991,8192,38538,32890,38966,129809441727716775377536728396988416,57930,0,7863437,1518,434,1111111111
578,7864255,26214,141178000000000.0,78464900000000.0,32791,9135,2602790000000.0,110000001100000011,38833,0,0,0,0,32723,32723,25,25,38272,607,606,59648,2173,18269,17408,37002,32870,38789,129809441727716775377536728396988416,57930,0,7863437,1518,434,1111111111
579,7864555,26215,141045000000000.0,72202800000000.0,32792,8598,2577020000000.0,110000001100000011,38619,0,0,0,0,32723,32723,25,25,38656,604,600,60416,1598,16811,20992,39199,32839,38577,129809441727716775377536728396988416,57930,0,7863437,1518,434,1111111111
580,7864855,26216,140272000000000.0,76003800000000.0,32791,8889,2559840000000.0,110000001100000011,38402,0,0,0,0,32723,32723,25,25,38912,602,596,9728,896,17696,24576,40635,32659,38358,129809441727716775377536728396988416,57930,0,7863437,1518,434,1111111111
581,7865155,26217,140680000000000.0,77597300000000.0,32790,7000,2542660000000.0,110000001100000011,38193,0,0,0,0,32723,32723,25,25,39168,600,592,34048,1920,18067,20480,40301,32754,38161,129809441727716775377536728396988416,57930,0,7863437,1518,435,1111111111
582,7865455,26218,140993000000000.0,66116800000000.0,32791,7011,2516890000000.0,110000001100000011,37946,0,0,0,0,32723,32723,25,25,39552,597,586,45056,1120,15394,18944,32174,32827,37899,129809441727716775377536728396988416,57930,0,7863437,1518,435,1111111111
