Unnamed: 0,ODT,RowID,param readonly uint16 busVoltages[0:2],param readonly uint16 busCurrents[0:2],param readonly uint16 analogueToDigitalReference,param readonly uint16 sensorCurrent,param readonly uint16 rawGyroTemperature[0:2],param readonly raw3 gyroStatus,param readonly uint16 mtm1Temperature,param readonly uint16 eccStatisticsPacked_7,param readonly uint16 eccStatisticsPacked_6,param readonly uint16 eccStatisticsPacked_5,param readonly uint16 eccStatisticsPacked_4,param readonly uint16 eccStatisticsPacked_3,param readonly uint16 eccStatisticsPacked_2,param readonly uint16 eccStatisticsPacked_1,param readonly uint16 eccStatisticsPacked_0,param readonly uint16 rawGyroTemperature_2,param readonly uint16 rawGyroTemperature_1,param readonly uint16 rawGyroTemperature_0,param readonly uint16 busCurrents_2,param readonly uint16 busCurrents_1,param readonly uint16 busCurrents_0,param readonly uint16 busVoltages_2,param readonly uint16 busVoltages_1,param readonly uint16 busVoltages_0,param readonly uint16 mtm2Temperature,param readonly uint16 eccStatisticsPacked[0:7],param readonly uint16 fss1ErrorCount,param readonly uint16 currRow,param readonly uint32 lastSvUpdate,param readonly uint16 successfulSvUpdates,param readonly uint16 totalFixFailures,cdh.telemetry.DataPool.paramValid
1098,8473565,28245,141126000000000.0,67302200000000.0,32791,7369,2619970000000.0,110000001100000011,39055,0,0,0,0,32723,32723,25,25,38016,609,610,15872,953,15670,15360,29977,32858,39005,129809441727716775377536728396988416,57930,0,8470253,1782,609,1111111111
1099,8473865,28246,140933000000000.0,72215700000000.0,32791,9131,2594200000000.0,110000001100000011,38781,0,0,0,0,32723,32723,25,25,38400,606,604,19712,1829,16814,61952,34150,32813,38737,129809441727716775377536728396988416,57930,0,8470253,1782,609,1111111111
1100,8474165,28247,140731000000000.0,75084700000000.0,32789,7724,2568430000000.0,110000001100000011,38488,0,0,0,0,32723,32723,25,25,38784,603,598,7936,1247,17482,36352,32067,32766,38458,129809441727716775377536728396988416,57930,0,8470253,1782,609,1111111111
1101,8474465,28248,141251000000000.0,69952200000000.0,32791,7333,2551250000000.0,110000001100000011,38304,0,0,0,0,32723,32723,25,25,39040,601,594,16896,1032,16287,56832,36781,32887,38233,129809441727716775377536728396988416,57930,0,8470253,1782,609,1111111111
1102,8474765,28249,141307000000000.0,76042500000000.0,32791,8075,2542660000000.0,110000001100000011,38182,0,0,0,0,32723,32723,25,25,39168,600,592,18688,1587,17705,3584,39306,32900,38214,129809441727716775377536728396988416,57930,0,8474574,1783,609,1111111111
1103,8475065,28250,141294000000000.0,68513400000000.0,32791,5986,2542660000000.0,110000001100000011,38154,0,0,0,0,32723,32723,25,25,39168,600,592,36352,1246,15952,52224,37549,32897,38204,129809441727716775377536728396988416,57930,0,8474574,1783,609,1111111111
1104,8475365,28251,141101000000000.0,76111200000000.0,32791,8721,2542660000000.0,110000001100000011,38306,0,0,0,0,32723,32723,25,25,39168,600,592,6144,1290,17721,33280,41723,32852,38264,129809441727716775377536728396988416,57930,0,8474574,1783,609,1111111111
1105,8475665,28252,140950000000000.0,70132600000000.0,32792,8940,2559840000000.0,110000001100000011,38496,0,0,0,0,32723,32723,25,25,38912,602,596,52736,1205,16329,23552,31406,32817,38433,129809441727716775377536728396988416,57930,0,8474574,1783,609,1111111111
1106,8475965,28253,141174000000000.0,76270100000000.0,32790,9141,2577020000000.0,110000001100000011,38620,0,0,0,0,32723,32723,25,25,38656,604,600,44288,1079,17758,7168,41503,32869,38608,129809441727716775377536728396988416,57930,0,8475775,1784,609,1111111111
1107,8476265,28254,140766000000000.0,62844100000000.0,32793,5555,2594200000000.0,110000001100000011,38841,0,0,0,0,32723,32723,25,25,38400,606,604,47360,2113,14632,11264,41837,32774,38782,129809441727716775377536728396988416,57930,0,8475775,1784,609,1111111111
1108,8476565,28255,140976000000000.0,67555600000000.0,32792,5481,2611380000000.0,110000001100000011,39017,0,0,0,0,32723,32723,25,25,38144,608,608,25600,906,15729,57344,34918,32823,39006,129809441727716775377536728396988416,57930,0,8475775,1784,609,1111111111
1109,8476865,28256,141242000000000.0,67796200000000.0,32791,8043,2628560000000.0,110000001100000011,39266,0,0,0,0,32723,32723,25,25,37888,610,612,2560,2155,15785,50176,30524,32885,39180,129809441727716775377536728396988416,57930,0,8475775,1784,609,1111111111
1110,8477165,28257,141139000000000.0,70287200000000.0,32788,6283,2645740000000.0,110000001100000011,39441,0,0,0,0,32723,32723,25,25,37632,612,616,38912,918,16365,32256,31733,32861,39412,129809441727716775377536728396988416,57930,0,8477051,1785,609,1111111111
1111,8477465,28258,140907000000000.0,71425400000000.0,32792,8788,2662920000000.0,110000001100000011,39557,0,0,0,0,32723,32723,25,25,37376,614,620,19968,1432,16630,28160,30638,32807,39549,129809441727716775377536728396988416,57930,0,8477051,1785,609,1111111111
1112,8477765,28259,141096000000000.0,72220000000000.0,32791,8934,2671510000000.0,110000001100000011,39721,0,0,0,0,32723,32723,25,25,37248,615,622,6144,1906,16815,36864,30965,32851,39655,129809441727716775377536728396988416,57930,0,8477051,1785,609,1111111111
1113,8478065,28260,140834000000000.0,74195700000000.0,32790,7990,2680100000000.0,110000001100000011,39745,0,0,0,0,32723,32723,25,25,37120,616,624,42240,2135,17275,54272,30858,32790,39726,129809441727716775377536728396988416,57930,0,8477051,1785,609,1111111111
1114,8478365,28261,141199000000000.0,75879300000000.0,32792,7736,2671510000000.0,110000001100000011,39650,0,0,0,0,32723,32723,25,25,37248,615,622,59648,1720,17667,54784,29756,32875,39617,129809441727716775377536728396988416,57930,0,8477051,1785,609,1111111111
1115,8478665,28262,140907000000000.0,71438300000000.0,32790,5824,2662920000000.0,110000001100000011,39481,0,0,0,0,32723,32723,25,25,37376,614,620,44800,1662,16633,28160,30638,32807,39466,129809441727716775377536728396988416,57930,0,8478372,1786,609,1111111111
1116,8478965,28263,141126000000000.0,64862700000000.0,32790,5948,2637150000000.0,110000001100000011,39266,0,0,0,0,32723,32723,25,25,37760,611,614,21248,1585,15102,15360,29977,32858,39223,129809441727716775377536728396988416,57930,0,8478372,1786,609,1111111111
1117,8479265,28264,140972000000000.0,67804700000000.0,32791,8496,2611380000000.0,110000001100000011,39009,0,0,0,0,32723,32723,25,25,38144,608,608,48896,782,15787,47104,39419,32822,38967,129809441727716775377536728396988416,57930,0,8478372,1786,609,1111111111
1118,8479566,28265,140675000000000.0,65957900000000.0,32790,5707,2594200000000.0,110000001100000011,38732,0,0,0,0,32723,32723,25,25,38400,606,604,6912,1331,15357,24064,29543,32753,38697,129809441727716775377536728396988416,57930,0,8478372,1786,609,1111111111
1119,8479866,28266,140989000000000.0,73383900000000.0,32791,8901,2568430000000.0,110000001100000011,38439,0,0,0,0,32723,32723,25,25,38784,603,598,44800,1354,17086,8704,36675,32826,38418,129809441727716775377536728396988416,57930,0,8479573,1787,609,1111111111
1120,8480165,28267,141156000000000.0,76472000000000.0,32791,8384,2551250000000.0,110000001100000011,38242,0,0,0,0,32723,32723,25,25,39040,601,594,12288,1637,17805,59392,28988,32865,38203,129809441727716775377536728396988416,57930,0,8479573,1787,609,1111111111
1121,8480465,28268,140985000000000.0,67826200000000.0,32787,7163,2534070000000.0,110000001100000011,38172,0,0,0,0,32723,32723,25,25,39296,599,590,46592,1166,15792,64000,41175,32825,38109,129809441727716775377536728396988416,57930,0,8479573,1787,609,1111111111
1122,8480765,28269,140851000000000.0,73143400000000.0,32791,8644,2534070000000.0,110000001100000011,38185,0,0,0,0,32723,32723,25,25,39296,599,590,59904,1631,17030,15872,28114,32794,38126,129809441727716775377536728396988416,57930,0,8479573,1787,609,1111111111
1123,8481065,28270,141234000000000.0,70708100000000.0,32792,8100,2542660000000.0,110000001100000011,38279,0,0,0,0,32723,32723,25,25,39168,600,592,59648,814,16463,29696,39526,32883,38234,129809441727716775377536728396988416,57930,0,8480904,1788,609,1111111111
1124,8481366,28271,141294000000000.0,65859100000000.0,32790,8663,2559840000000.0,110000001100000011,38445,0,0,0,0,32723,32723,25,25,38912,602,596,48896,1090,15334,52224,37549,32897,38394,129809441727716775377536728396988416,57930,0,8480904,1788,609,1111111111
1125,8481666,28272,140851000000000.0,68685200000000.0,32793,6242,2577020000000.0,110000001100000011,38641,0,0,0,0,32723,32723,25,25,38656,604,600,33792,1266,15992,15872,28114,32794,38562,129809441727716775377536728396988416,57930,0,8480904,1788,609,1111111111
1126,8481966,28273,140985000000000.0,73010200000000.0,32790,8899,2594200000000.0,110000001100000011,38832,0,0,0,0,32723,32723,25,25,38400,606,604,13824,777,16999,64000,41175,32825,38749,129809441727716775377536728396988416,57930,0,8480904,1788,609,1111111111
1127,8482266,28274,140976000000000.0,72503400000000.0,32792,9229,2611380000000.0,110000001100000011,38983,0,0,0,0,32723,32723,25,25,38144,608,608,59904,870,16881,57344,34918,32823,38932,129809441727716775377536728396988416,57930,0,8482105,1789,609,1111111111
1128,8482566,28275,140770000000000.0,66245700000000.0,32790,6181,2628560000000.0,110000001100000011,39170,0,0,0,0,32723,32723,25,25,37888,610,612,39168,1898,15424,21504,37336,32775,39122,129809441727716775377536728396988416,57930,0,8482105,1789,609,1111111111
1129,8482866,28276,141199000000000.0,63402400000000.0,32790,7593,2645740000000.0,110000001100000011,39306,0,0,0,0,32723,32723,25,25,37632,612,616,43008,1415,14762,54784,29756,32875,39304,129809441727716775377536728396988416,57930,0,8482105,1789,609,1111111111
1130,8483166,28277,140929000000000.0,75625900000000.0,32790,8289,2654330000000.0,110000001100000011,39507,0,0,0,0,32723,32723,25,25,37504,613,618,49920,1767,17608,51712,38651,32812,39408,129809441727716775377536728396988416,57930,0,8482105,1789,609,1111111111
1131,8483466,28278,141225000000000.0,70179900000000.0,32790,8842,2671510000000.0,110000001100000011,39671,0,0,0,0,32723,32723,25,25,37248,615,622,34560,2050,16340,23040,33269,32881,39596,129809441727716775377536728396988416,57930,0,8483413,1790,609,1111111111
1132,8483766,28279,140516000000000.0,72954400000000.0,32792,7680,2671510000000.0,110000001100000011,39699,0,0,0,0,32723,32723,25,25,37248,615,622,51200,1304,16986,59392,28227,32716,39665,129809441727716775377536728396988416,57930,0,8483413,1790,609,1111111111
1133,8484066,28280,140955000000000.0,75157700000000.0,32791,6410,2671510000000.0,110000001100000011,39624,0,0,0,0,32723,32723,25,25,37248,615,622,47360,1026,17499,19968,42164,32818,39561,129809441727716775377536728396988416,57930,0,8483413,1790,609,1111111111
1134,8484366,28281,140873000000000.0,63402400000000.0,32791,7768,2654330000000.0,110000001100000011,39446,0,0,0,0,32723,32723,25,25,37504,613,618,43008,1415,14762,39424,36127,32799,39405,129809441727716775377536728396988416,57930,0,8483413,1790,609,1111111111
1135,8484666,28282,141182000000000.0,75926500000000.0,32791,9201,2637150000000.0,110000001100000011,39229,0,0,0,0,32723,32723,25,25,37760,611,614,49408,1039,17678,27648,32501,32871,39175,129809441727716775377536728396988416,57930,0,8484614,1791,609,1111111111
1136,8484966,28283,141152000000000.0,73594400000000.0,32790,9273,2611380000000.0,110000001100000011,38985,0,0,0,0,32723,32723,25,25,38144,608,608,51200,2065,17135,49152,33489,32864,38949,129809441727716775377536728396988416,57930,0,8484614,1791,609,1111111111
1137,8485266,28284,141156000000000.0,70691000000000.0,32789,8958,2585610000000.0,110000001100000011,38728,0,0,0,0,32723,32723,25,25,38528,605,602,40448,2033,16459,59392,28988,32865,38676,129809441727716775377536728396988416,57930,0,8484614,1791,609,1111111111
1138,8485566,28285,140697000000000.0,65575700000000.0,32789,9129,2568430000000.0,110000001100000011,38454,0,0,0,0,32723,32723,25,25,38784,603,598,60672,2125,15268,47616,37556,32758,38413,129809441727716775377536728396988416,57930,0,8484614,1791,609,1111111111
1139,8485866,28286,141156000000000.0,63187700000000.0,32790,6568,2542660000000.0,110000001100000011,38224,0,0,0,0,32723,32723,25,25,39168,600,592,42240,2153,14712,59392,28988,32865,38200,129809441727716775377536728396988416,57930,0,8484614,1791,609,1111111111
1140,8486166,28287,141109000000000.0,65077400000000.0,32790,6640,2542660000000.0,110000001100000011,38197,0,0,0,0,32723,32723,25,25,39168,600,592,22016,847,15152,53760,32721,32854,38162,129809441727716775377536728396988416,57930,0,8486065,1792,609,1111111111
1141,8486466,28288,141062000000000.0,74187100000000.0,32788,8980,2542660000000.0,110000001100000011,38245,0,0,0,0,32723,32723,25,25,39168,600,592,3840,1982,17273,48128,36454,32843,38160,129809441727716775377536728396988416,57930,0,8486065,1792,609,1111111111
1142,8486766,28289,140705000000000.0,76321700000000.0,32789,6446,2551250000000.0,110000001100000011,38341,0,0,0,0,32723,32723,25,25,39040,601,594,12544,2001,17770,2560,28555,32760,38288,129809441727716775377536728396988416,57930,0,8486065,1792,609,1111111111
1143,8487066,28290,140997000000000.0,69608600000000.0,32791,8178,2559840000000.0,110000001100000011,38410,0,0,0,0,32723,32723,25,25,38912,602,596,22016,992,16207,29184,27673,32828,38426,129809441727716775377536728396988416,57930,0,8486065,1792,609,1111111111
1144,8487366,28291,141186000000000.0,76609400000000.0,32792,8891,2568430000000.0,110000001100000011,38598,0,0,0,0,32723,32723,25,25,38784,603,598,52736,1042,17837,37888,28000,32872,38556,129809441727716775377536728396988416,57930,0,8487266,1793,609,1111111111
1145,8487666,28292,141178000000000.0,68500500000000.0,32792,8540,2594200000000.0,110000001100000011,38808,0,0,0,0,32723,32723,25,25,38400,606,604,11520,1016,15949,17408,37002,32870,38746,129809441727716775377536728396988416,57930,0,8487266,1793,609,1111111111
1146,8487966,28293,141320000000000.0,69844900000000.0,32792,8022,2611380000000.0,110000001100000011,39020,0,0,0,0,32723,32723,25,25,38144,608,608,12544,2164,16262,20480,41062,32903,38946,129809441727716775377536728396988416,57930,0,8487266,1793,609,1111111111
1147,8488266,28294,140693000000000.0,66073900000000.0,32789,7745,2628560000000.0,110000001100000011,39225,0,0,0,0,32723,32723,25,25,37888,610,612,41728,1878,15384,37376,42057,32757,39174,129809441727716775377536728396988416,57930,0,8487266,1793,609,1111111111
1148,8488566,28295,141101000000000.0,73585800000000.0,32792,6625,2645740000000.0,110000001100000011,39404,0,0,0,0,32723,32723,25,25,37632,612,616,12800,1912,17133,33280,41723,32852,39360,129809441727716775377536728396988416,57930,0,8488525,1794,609,1111111111
1149,8488866,28296,141045000000000.0,64480400000000.0,32791,6557,2662920000000.0,110000001100000011,39526,0,0,0,0,32723,32723,25,25,37376,614,620,17408,854,15013,20992,39199,32839,39543,129809441727716775377536728396988416,57930,0,8488525,1794,609,1111111111
1150,8489212,28297,140547000000000.0,77949500000000.0,32792,7783,2671510000000.0,110000001100000011,39687,0,0,0,0,32723,32723,25,25,37248,615,622,1792,2114,18149,24064,42498,32723,39632,129809441727716775377536728396988416,58106,0,0,0,0,1111111111
1151,8489512,28298,141101000000000.0,79134900000000.0,32790,9191,2680100000000.0,110000001100000011,39705,0,0,0,0,32723,32723,25,25,37120,616,624,38144,1946,18425,33280,41723,32852,39654,129809441727716775377536728396988416,59001,0,0,0,0,1111111111
1152,8489811,28299,140851000000000.0,74217100000000.0,32790,9174,2671510000000.0,110000001100000011,39581,0,0,0,0,32723,32723,25,25,37248,615,622,47872,993,17280,15872,28114,32794,39542,129809441727716775377536728396988416,59898,0,0,0,0,1111111111
1153,8490111,28300,140448000000000.0,62698000000000.0,32791,7770,2645740000000.0,110000001100000011,39382,0,0,0,0,32723,32723,25,25,37632,612,616,41984,1028,14598,16384,39206,32700,39339,129809441727716775377536728396988416,60792,0,0,0,0,1111111111
1154,8490411,28301,140684000000000.0,64712400000000.0,32790,5554,2628560000000.0,110000001100000011,39138,0,0,0,0,32723,32723,25,25,37888,610,612,21504,1949,15067,30720,35800,32755,39101,129809441727716775377536728396988416,61689,0,0,0,0,1111111111
1155,8490711,28302,141268000000000.0,79654600000000.0,32788,8989,2602790000000.0,110000001100000011,38867,0,0,0,0,32723,32723,25,25,38272,607,606,16896,2083,18546,18432,34037,32891,38827,129809441727716775377536728396988416,62583,0,0,0,0,1111111111
1156,8491011,28303,140839000000000.0,74440500000000.0,32789,6567,2577020000000.0,110000001100000011,38592,0,0,0,0,32723,32723,25,25,38656,604,600,13568,1935,17332,50688,41616,32791,38554,129809441727716775377536728396988416,63480,0,0,0,0,1111111111
1157,8491311,28304,141281000000000.0,77782000000000.0,32792,7392,2551250000000.0,110000001100000011,38316,0,0,0,0,32723,32723,25,25,39040,601,594,56320,2170,18110,35328,35793,32894,38264,129809441727716775377536728396988416,64374,0,0,0,0,1111111111
1158,8491611,28305,141199000000000.0,70880000000000.0,32792,5541,2534070000000.0,110000001100000011,38098,0,0,0,0,32723,32723,25,25,39296,599,590,49152,2360,16503,54784,29756,32875,38082,129809441727716775377536728396988416,65271,0,0,0,0,1111111111
1159,8491911,28306,140658000000000.0,69505600000000.0,32790,5657,2525480000000.0,110000001100000011,38031,0,0,0,0,32723,32723,25,25,39424,598,588,4096,2201,16183,62464,32287,32749,38022,129809441727716775377536728396988416,629,0,0,0,0,1111111111
1160,8492211,28307,141302000000000.0,71322300000000.0,32792,7090,2525480000000.0,110000001100000011,38017,0,0,0,0,32723,32723,25,25,39424,598,588,9984,1115,16606,7168,28548,32899,38045,129809441727716775377536728396988416,1526,0,0,0,0,1111111111
1161,8492511,28308,140413000000000.0,80496400000000.0,32791,8360,2534070000000.0,110000001100000011,38179,0,0,0,0,32723,32723,25,25,39296,599,590,58368,1875,18742,41472,29436,32692,38106,129809441727716775377536728396988416,2420,0,0,0,0,1111111111
1162,8492811,28309,141156000000000.0,70695300000000.0,32791,6528,2551250000000.0,110000001100000011,38326,0,0,0,0,32723,32723,25,25,39040,601,594,26880,2110,16460,59392,28988,32865,38295,129809441727716775377536728396988416,3317,0,0,0,0,1111111111
1163,8493111,28310,141036000000000.0,71305200000000.0,32790,5698,2559840000000.0,110000001100000011,38459,0,0,0,0,32723,32723,25,25,38912,602,596,56320,2333,16602,14336,32942,32837,38460,129809441727716775377536728396988416,4211,0,0,0,0,1111111111
1164,8493411,28311,140800000000000.0,67306500000000.0,32792,6905,2585610000000.0,110000001100000011,38717,0,0,0,0,32723,32723,25,25,38528,605,602,2304,1030,15671,0,36348,32782,38657,129809441727716775377536728396988416,5108,0,0,0,0,1111111111
1165,8493711,28312,141178000000000.0,82287400000000.0,32791,6196,2602790000000.0,110000001100000011,38910,0,0,0,0,32723,32723,25,25,38272,607,606,6656,1855,19159,17408,37002,32870,38897,129809441727716775377536728396988416,6002,0,0,0,0,1111111111
1166,8494011,28313,141113000000000.0,76502100000000.0,32791,9377,2619970000000.0,110000001100000011,39177,0,0,0,0,32723,32723,25,25,38016,609,610,48384,2174,17812,64000,28220,32855,39081,129809441727716775377536728396988416,6899,0,0,0,0,1111111111
1167,8494311,28314,140942000000000.0,63904900000000.0,32792,7948,2645740000000.0,110000001100000011,39384,0,0,0,0,32723,32723,25,25,37632,612,616,10496,1245,14879,3072,40408,32815,39340,129809441727716775377536728396988416,7793,0,0,0,0,1111111111
1168,8494611,28315,141032000000000.0,72482000000000.0,32792,5732,2662920000000.0,110000001100000011,39550,0,0,0,0,32723,32723,25,25,37376,614,620,54272,2012,16876,4096,37443,32836,39509,129809441727716775377536728396988416,8690,0,0,0,0,1111111111
1169,8494911,28316,141058000000000.0,78293100000000.0,32792,7132,2671510000000.0,110000001100000011,39647,0,0,0,0,32723,32723,25,25,37248,615,622,62208,2153,18229,37888,40955,32842,39606,129809441727716775377536728396988416,9585,0,0,0,0,1111111111
1170,8495211,28317,141165000000000.0,69277900000000.0,32792,7500,2671510000000.0,110000001100000011,39684,0,0,0,0,32723,32723,25,25,37248,615,622,51968,1182,16130,512,35246,32867,39608,129809441727716775377536728396988416,10481,0,0,0,0,1111111111
1171,8495511,28318,141002000000000.0,68942900000000.0,32789,8387,2662920000000.0,110000001100000011,39559,0,0,0,0,32723,32723,25,25,37376,614,620,29952,1296,16052,25600,38431,32829,39500,129809441727716775377536728396988416,11377,0,0,0,0,1111111111
1172,8495811,28319,140997000000000.0,75698900000000.0,32791,8989,2645740000000.0,110000001100000011,39364,0,0,0,0,32723,32723,25,25,37632,612,616,23808,1547,17625,29184,27673,32828,39309,129809441727716775377536728396988416,12272,0,0,0,0,1111111111
1173,8496111,28320,141049000000000.0,72829900000000.0,32791,9081,2628560000000.0,110000001100000011,39132,0,0,0,0,32723,32723,25,25,37888,610,612,35584,2129,16957,31232,34698,32840,39076,129809441727716775377536728396988416,13168,0,0,0,0,1111111111
1174,8496411,28321,140701000000000.0,71580000000000.0,32792,8195,2602790000000.0,110000001100000011,38870,0,0,0,0,32723,32723,25,25,38272,607,606,6144,1145,16666,57856,33055,32759,38809,129809441727716775377536728396988416,14063,0,0,0,0,1111111111
1175,8496711,28322,141272000000000.0,79882200000000.0,32790,5679,2577020000000.0,110000001100000011,38596,0,0,0,0,32723,32723,25,25,38656,604,600,42496,1575,18599,28672,29536,32892,38548,129809441727716775377536728396988416,14960,0,0,0,0,1111111111
1176,8497011,28323,141092000000000.0,77696100000000.0,32788,8203,2551250000000.0,110000001100000011,38332,0,0,0,0,32723,32723,25,25,39040,601,594,57600,2160,18090,26624,35466,32850,38280,129809441727716775377536728396988416,15854,0,0,0,0,1111111111
1177,8497311,28324,140727000000000.0,70111100000000.0,32791,8815,2534070000000.0,110000001100000011,38076,0,0,0,0,32723,32723,25,25,39296,599,590,55040,821,16324,26112,36568,32765,38054,129809441727716775377536728396988416,16751,0,0,0,0,1111111111
1178,8497611,28325,140783000000000.0,78005300000000.0,32790,7897,2516890000000.0,110000001100000011,37947,0,0,0,0,32723,32723,25,25,39552,597,586,29952,1586,18162,38400,39092,32778,37888,129809441727716775377536728396988416,17645,0,0,0,0,1111111111
1179,8497911,28326,141113000000000.0,64248500000000.0,32793,8809,2516890000000.0,110000001100000011,37959,0,0,0,0,32723,32723,25,25,39552,597,586,5376,1285,14959,64000,28220,32855,37895,129809441727716775377536728396988416,18542,0,0,0,0,1111111111
1180,8498212,28327,141161000000000.0,65292200000000.0,32789,7163,2525480000000.0,110000001100000011,38061,0,0,0,0,32723,32723,25,25,39424,598,588,14848,1635,15202,55808,39746,32866,37985,129809441727716775377536728396988416,19436,0,0,0,0,1111111111
1181,8498512,28328,140714000000000.0,81303800000000.0,32789,8863,2534070000000.0,110000001100000011,38138,0,0,0,0,32723,32723,25,25,39296,599,590,11776,1054,18930,9216,34812,32762,38124,129809441727716775377536728396988416,20333,0,0,0,0,1111111111
1182,8498812,28329,141152000000000.0,68363100000000.0,32788,6005,2542660000000.0,110000001100000011,38213,0,0,0,0,32723,32723,25,25,39168,600,592,36608,1610,15917,49152,33489,32864,38220,129809441727716775377536728396988416,21227,0,0,0,0,1111111111
1183,8499112,28330,140924000000000.0,78890100000000.0,32789,6225,2551250000000.0,110000001100000011,38382,0,0,0,0,32723,32723,25,25,39040,601,594,1280,2147,18368,55296,27893,32811,38357,129809441727716775377536728396988416,22124,0,0,0,0,1111111111
1184,8499412,28331,141272000000000.0,74951600000000.0,32791,6309,2568430000000.0,110000001100000011,38555,0,0,0,0,32723,32723,25,25,38784,603,598,19456,1918,17451,28672,29536,32892,38492,129809441727716775377536728396988416,23018,0,0,0,0,1111111111
1185,8499712,28332,140783000000000.0,66348800000000.0,32791,8278,2585610000000.0,110000001100000011,38728,0,0,0,0,32723,32723,25,25,38528,605,602,49152,2215,15448,38400,39092,32778,38670,129809441727716775377536728396988416,23915,0,0,0,0,1111111111
1186,8500012,28333,141169000000000.0,80638100000000.0,32790,6722,2602790000000.0,110000001100000011,38898,0,0,0,0,32723,32723,25,25,38272,607,606,19712,1358,18775,10752,30745,32868,38885,129809441727716775377536728396988416,24809,0,0,0,0,1111111111
1187,8500312,28334,141036000000000.0,73225000000000.0,32792,5556,2619970000000.0,110000001100000011,39113,0,0,0,0,32723,32723,25,25,38016,609,610,6656,1565,17049,14336,32942,32837,39051,129809441727716775377536728396988416,25706,0,0,0,0,1111111111
1188,8500612,28335,140894000000000.0,70828400000000.0,32793,7419,2628560000000.0,110000001100000011,39268,0,0,0,0,32723,32723,25,25,37888,610,612,15360,1439,16491,11264,28882,32804,39187,129809441727716775377536728396988416,26600,0,0,0,0,1111111111
1189,8500912,28336,141238000000000.0,65193400000000.0,32791,7445,2637150000000.0,110000001100000011,39317,0,0,0,0,32723,32723,25,25,37760,611,614,56832,1394,15179,39936,35025,32884,39238,129809441727716775377536728396988416,27497,0,0,0,0,1111111111
1190,8501212,28337,140516000000000.0,71245000000000.0,32791,6377,2628560000000.0,110000001100000011,39215,0,0,0,0,32723,32723,25,25,37888,610,612,49664,1258,16588,59392,28227,32716,39145,129809441727716775377536728396988416,28391,0,0,0,0,1111111111
1191,8501512,28338,140370000000000.0,75454100000000.0,32790,8689,2611380000000.0,110000001100000011,39042,0,0,0,0,32723,32723,25,25,38144,608,608,52480,1747,17568,46080,28668,32682,38973,129809441727716775377536728396988416,29288,0,0,0,0,1111111111
1192,8501812,28339,140903000000000.0,68775400000000.0,32791,8947,2594200000000.0,110000001100000011,38824,0,0,0,0,32723,32723,25,25,38400,606,604,18944,1353,16013,17920,35139,32806,38767,129809441727716775377536728396988416,30182,0,0,0,0,1111111111
1193,8502112,28340,141247000000000.0,80165700000000.0,32790,9184,2577020000000.0,110000001100000011,38577,0,0,0,0,32723,32723,25,25,38656,604,600,22784,2066,18665,46592,41282,32886,38516,129809441727716775377536728396988416,31079,0,0,0,0,1111111111
1194,8502412,28341,141234000000000.0,78606600000000.0,32791,6943,2551250000000.0,110000001100000011,38313,0,0,0,0,32723,32723,25,25,39040,601,594,20992,1656,18302,29696,39526,32883,38266,129809441727716775377536728396988416,31973,0,0,0,0,1111111111
1195,8502712,28342,140980000000000.0,73671700000000.0,32790,6612,2525480000000.0,110000001100000011,38050,0,0,0,0,32723,32723,25,25,39424,598,588,11520,1922,17153,2048,30418,32824,38005,129809441727716775377536728396988416,32870,0,0,0,0,1111111111
1196,8503012,28343,140233000000000.0,68779700000000.0,32790,6944,2508300000000.0,110000001100000011,37900,0,0,0,0,32723,32723,25,25,39680,596,584,5376,1430,16014,39424,35366,32650,37815,129809441727716775377536728396988416,33764,0,0,0,0,1111111111
1197,8503312,28344,140628000000000.0,72168400000000.0,32790,5893,2508300000000.0,110000001100000011,37846,0,0,0,0,32723,32723,25,25,39680,596,584,37888,984,16803,18432,33276,32742,37794,129809441727716775377536728396988416,34661,0,0,0,0,1111111111
1198,8503612,28345,140826000000000.0,73680300000000.0,32790,5596,2508300000000.0,110000001100000011,37911,0,0,0,0,32723,32723,25,25,39680,596,584,49920,2075,17155,33792,39860,32788,37828,129809441727716775377536728396988416,35555,0,0,0,0,1111111111
1199,8503912,28346,140817000000000.0,75003100000000.0,32790,9006,2516890000000.0,110000001100000011,38009,0,0,0,0,32723,32723,25,25,39552,597,586,61184,1313,17463,27136,33603,32786,37948,129809441727716775377536728396988416,36452,0,0,0,0,1111111111
1200,8504212,28347,140667000000000.0,79276600000000.0,32791,5748,2534070000000.0,110000001100000011,38133,0,0,0,0,32723,32723,25,25,39296,599,590,65024,1428,18458,3584,38545,32751,38116,129809441727716775377536728396988416,37346,0,0,0,0,1111111111
1201,8504512,28348,140662000000000.0,63930700000000.0,32789,8339,2542660000000.0,110000001100000011,38259,0,0,0,0,32723,32723,25,25,39168,600,592,60160,1705,14885,7168,27787,32750,38248,129809441727716775377536728396988416,38243,0,0,0,0,1111111111
1202,8504812,28349,141302000000000.0,78254400000000.0,32790,5869,2559840000000.0,110000001100000011,38448,0,0,0,0,32723,32723,25,25,38912,602,596,53248,1462,18220,7168,28548,32899,38423,129809441727716775377536728396988416,39138,0,0,0,0,1111111111
1203,8505112,28350,140705000000000.0,64089600000000.0,32790,8634,2577020000000.0,110000001100000011,38619,0,0,0,0,32723,32723,25,25,38656,604,600,32768,1495,14922,2560,28555,32760,38577,129809441727716775377536728396988416,40034,0,0,0,0,1111111111
